         y                       y+                           produc                    t-diff                  v-diff              p-strain                     p-diff                  dissip                     bal       
    2.874711893712457e-01    2.876182672325814e+02    1.383353969451765e-02   -6.134589759616729e-05    2.395636266791379e-06   -8.912132597162704e-03    0.000000000000000e+00    4.842696083969364e-03    1.976075205621045e-05
    2.918491655663092e-01    2.919984833160217e+02    1.358506853232266e-02   -7.132444637957291e-05    3.942439532473053e-06   -8.760293764965101e-03    0.000000000000000e+00    4.754169830078864e-03    3.222930431593524e-06
    2.962545474904260e-01    2.964061191500110e+02    1.334221360922952e-02   -8.695178601303492e-05    4.992980430321408e-06   -8.612780206550732e-03    0.000000000000000e+00    4.668073214543298e-03   -2.059861744722197e-05
    3.006871646535006e-01    3.008410041572264e+02    1.310641506152966e-02   -9.607853366302360e-05    6.661823225757861e-06   -8.469059234037762e-03    0.000000000000000e+00    4.584298078038691e-03   -3.635896098406165e-05
    3.051468455114226e-01    3.053029667057910e+02    1.287844909858158e-02   -9.565991442135663e-05    7.276390567637306e-06   -8.327805389694989e-03    0.000000000000000e+00    4.502472981046904e-03   -4.021279601403201e-05
    3.096334174727051e-01    3.097918341159157e+02    1.265485375959723e-02   -8.537018861267889e-05    6.304434160265039e-06   -8.189168824525120e-03    0.000000000000000e+00    4.421949501357632e-03   -3.533032073793803e-05
    3.141467069051650e-01    3.143074326665824e+02    1.243232168038470e-02   -6.501228266644228e-05    6.310199683346065e-06   -8.053662537676455e-03    0.000000000000000e+00    4.342700509148928e-03   -2.274344942377726e-05
    3.186865391426417e-01    3.188495876022668e+02    1.221007791346078e-02   -3.569989839873235e-05    5.516718298303867e-06   -7.920943960366845e-03    0.000000000000000e+00    4.264182826209001e-03   -5.232053215499695e-06
    3.232527384917572e-01    3.234181231397014e+02    1.199163005734812e-02   -5.729819525721600e-06    4.817659429240408e-06   -7.789813327006324e-03    0.000000000000000e+00    4.187525089548039e-03    1.337948069728145e-05
    3.278451282387153e-01    3.280128624746786e+02    1.177968888857065e-02    9.694586119627771e-06    6.409357319424495e-06   -7.659129003654641e-03    0.000000000000000e+00    4.113787029097656e-03    2.287679925741005e-05
    3.324635306561408e-01    3.326336277888933e+02    1.157214613501148e-02    1.593446531708993e-05    5.716049848523923e-06   -7.529827359258199e-03    0.000000000000000e+00    4.041627810308703e-03    2.234148061019611e-05
    3.371077670099574e-01    3.372802402568240e+02    1.136700843726282e-02    2.671659336282615e-05    3.019232898894247e-06   -7.403666450642691e-03    0.000000000000000e+00    3.970812615905790e-03    2.226519697606181e-05
    3.417776575663045e-01    3.419525200526535e+02    1.116373335872157e-02    3.804800861722749e-05    2.889124842780793e-06   -7.280858176844447e-03    0.000000000000000e+00    3.902604740131287e-03    2.120757520584571e-05
    3.464730215984939e-01    3.466502863572291e+02    1.096303108885927e-02    4.549168826770435e-05    3.975546810839411e-06   -7.160637476807937e-03    0.000000000000000e+00    3.836302401999779e-03    1.555844513009396e-05
    3.511936773940029e-01    3.513733573650591e+02    1.076521687359621e-02    4.934953821674069e-05    4.864263432337232e-06   -7.042100865289011e-03    0.000000000000000e+00    3.771247636458659e-03    6.082173497616583e-06
    3.559394422615072e-01    3.561215502913495e+02    1.057026797322471e-02    5.250306964348643e-05    5.181749960290579e-06   -6.925072809662415e-03    0.000000000000000e+00    3.707285129060368e-03   -4.405145894294769e-06
    3.607101325379513e-01    3.608946813790780e+02    1.038018636466559e-02    5.832804333528970e-05    3.219846021718838e-06   -6.809613489651349e-03    0.000000000000000e+00    3.644027204668379e-03   -1.190644029712548e-05
    3.655055635956559e-01    3.656925659061049e+02    1.019675221142985e-02    6.987436530930345e-05    4.325617322892406e-07   -6.695085832632453e-03    0.000000000000000e+00    3.581828160179661e-03   -9.854854340673406e-06
    3.703255498494633e-01    3.705150181923221e+02    1.001708211764608e-02    7.758418378827147e-05    1.080923035923650e-06   -6.581863982005647e-03    0.000000000000000e+00    3.520866277861889e-03   -6.983035397264883e-06
    3.751699047639196e-01    3.753618516068394e+02    9.838023287123821e-03    7.665523112693277e-05    3.178981220122004e-06   -6.471268571647105e-03    0.000000000000000e+00    3.460715937754847e-03   -1.412700993107729e-05
    3.800384408604939e-01    3.802328785752067e+02    9.660574474325055e-03    8.015098250847868e-05    4.155037006864355e-06   -6.363502016430784e-03    0.000000000000000e+00    3.401857713100026e-03   -2.047923569041153e-05
    3.849309697248332e-01    3.851279105866734e+02    9.486596475389899e-03    9.326418096348692e-05    2.788613050345764e-06   -6.257595055606878e-03    0.000000000000000e+00    3.344344706033383e-03   -1.929049223653055e-05
    3.898473020140548e-01    3.900467582014840e+02    9.314754682195187e-03    1.064541231786995e-04    1.903355863091531e-06   -6.152816164887994e-03    0.000000000000000e+00    3.288207104360994e-03   -1.791110801201059e-05
    3.947872474640737e-01    3.949892310582092e+02    9.143022714115713e-03    1.174835117511957e-04    1.500145189116259e-06   -6.049312517686398e-03    0.000000000000000e+00    3.232947198520189e-03   -2.025334515056310e-05
    3.997506148969654e-01    3.999551378811130e+02    8.974319137155101e-03    1.321379103474053e-04    1.741186344250355e-06   -5.947364199056030e-03    0.000000000000000e+00    3.178814975251631e-03   -1.798094046090350e-05
    4.047372122283656e-01    4.049442864875555e+02    8.810657281992790e-03    1.461807890683063e-04    3.991414349916584e-06   -5.846967721129429e-03    0.000000000000000e+00    3.125931497912917e-03   -1.206973363133317e-05
    4.097468464749029e-01    4.099564837954301e+02    8.649483525330102e-03    1.567999593487200e-04    7.259880118680246e-06   -5.748156936869045e-03    0.000000000000000e+00    3.073555136707107e-03   -8.168708778650158e-06
    4.147793237616680e-01    4.149915358306359e+02    8.490168018772394e-03    1.671215397052331e-04    8.176481846403273e-06   -5.650500417508262e-03    0.000000000000000e+00    3.021258553713722e-03   -6.292930897953963e-06
    4.198344493297166e-01    4.200492477345846e+02    8.334891083153622e-03    1.803826556788439e-04    6.408695837597289e-06   -5.553997373063864e-03    0.000000000000000e+00    2.969880735429651e-03   -2.195673823452305e-06
    4.249120275436065e-01    4.251294237717419e+02    8.184165514585938e-03    1.920726767357644e-04    4.899456070576855e-06   -5.458816415417703e-03    0.000000000000000e+00    2.920139205442898e-03    2.182026531678209e-06
    4.300118618989687e-01    4.302318673372020e+02    8.036785721197337e-03    1.994729211334481e-04    3.875135563430692e-06   -5.364938649277161e-03    0.000000000000000e+00    2.872085264739473e-03    3.109863877582154e-06
    4.351337550301125e-01    4.353563809642966e+02    7.892177762057185e-03    2.101957911874344e-04    2.807316755326007e-06   -5.272877879225469e-03    0.000000000000000e+00    2.825032971379950e-03    7.270019394526109e-06
    4.402775087176636e-01    4.405027663322372e+02    7.750642469055823e-03    2.274330269095641e-04    9.388298155447802e-07   -5.182663620077165e-03    0.000000000000000e+00    2.777941625206413e-03    1.840908049735579e-05
    4.454429238962351e-01    4.456708242737897e+02    7.612029866846583e-03    2.458022838255078e-04   -5.625862407452646e-08   -5.094563642399864e-03    0.000000000000000e+00    2.731292991712011e-03    3.191925793613951e-05
    4.506298006621312e-01    4.508603547829823e+02    7.474507876256187e-03    2.598250293554992e-04    5.737781055895935e-07   -5.008219373714252e-03    0.000000000000000e+00    2.685848122242598e-03    4.083918776042524e-05
    4.558379382810842e-01    4.560711570228464e+02    7.336374482002791e-03    2.698698152089468e-04    1.889265090356364e-06   -4.922621405976674e-03    0.000000000000000e+00    2.641291429037360e-03    4.422072728805983e-05
    4.610671351960224e-01    4.613030293331883e+02    7.197953608469715e-03    2.749456130278566e-04    3.402935249194325e-06   -4.837445057572327e-03    0.000000000000000e+00    2.597114753787751e-03    4.174234538668713e-05
    4.663171890348708e-01    4.665557692383943e+02    7.060498926628796e-03    2.724503979667943e-04    4.731931963867166e-06   -4.752397383538057e-03    0.000000000000000e+00    2.553762669909501e-03    3.152120311189933e-05
    4.715878966183829e-01    4.718291734552656e+02    6.923129487803623e-03    2.657884806896246e-04    5.860897414478072e-06   -4.666959665967021e-03    0.000000000000000e+00    2.511291052470456e-03    1.652814747024785e-05
    4.768790539680035e-01    4.771230379008866e+02    6.784926355406205e-03    2.607789483595731e-04    5.884379896350157e-06   -4.581501383917636e-03    0.000000000000000e+00    2.469634601102703e-03    4.536986417881701e-07
    4.821904563137631e-01    4.824371577005220e+02    6.646762707370199e-03    2.588681556516466e-04    6.004509672000286e-06   -4.496748858894113e-03    0.000000000000000e+00    2.428933309510736e-03   -1.404679571100379e-05
    4.875218981022029e-01    4.877713271955462e+02    6.508715566586763e-03    2.630909772926115e-04    5.112543801264323e-06   -4.413224962343048e-03    0.000000000000000e+00    2.388414278701126e-03   -2.472015336353562e-05
    4.928731730043289e-01    4.931253399514019e+02    6.372831231761029e-03    2.743378637581367e-04    3.620198360389775e-06   -4.331555836485989e-03    0.000000000000000e+00    2.347938817709828e-03   -2.870536031626117e-05
    4.982440739235977e-01    4.984989887655898e+02    6.241672922706614e-03    2.861154730706747e-04    3.672536816509681e-06   -4.252189465128023e-03    0.000000000000000e+00    2.308422718348407e-03   -2.915125088263134e-05
    5.036343930039309e-01    5.038920656756867e+02    6.114572780125744e-03    2.957012415211590e-04    4.510528361183633e-06   -4.174546853429710e-03    0.000000000000000e+00    2.270149160240374e-03   -2.991146366199734e-05
    5.090439216377594e-01    5.093043619673944e+02    5.990909129923148e-03    3.058751319561769e-04    4.978294915179555e-06   -4.098140605883148e-03    0.000000000000000e+00    2.232632474062824e-03   -2.901052315146865e-05
    5.144724504740960e-01    5.147356681826161e+02    5.870009454394811e-03    3.152099780601646e-04    4.922738767415414e-06   -4.022935089712535e-03    0.000000000000000e+00    2.195462338957690e-03   -2.825525744783435e-05
    5.199197694266384e-01    5.201857741275639e+02    5.750631774838117e-03    3.262207830730104e-04    3.268076545359548e-06   -3.948686923244051e-03    0.000000000000000e+00    2.158762950253992e-03   -2.732923904155650e-05
    5.253856676818986e-01    5.256544688808921e+02    5.632734980151421e-03    3.431935019025116e-04    1.078731478569275e-06   -3.874073063428337e-03    0.000000000000000e+00    2.122741766063706e-03   -1.980761595954004e-05
    5.308699337073626e-01    5.311415408018609e+02    5.515882933723578e-03    3.593830006028659e-04    1.128311924707817e-06   -3.797919181751462e-03    0.000000000000000e+00    2.087272511449288e-03   -8.797446949598917e-06
    5.363723552596753e-01    5.366467775385260e+02    5.399276186396556e-03    3.760412493623786e-04    1.195089565020651e-06   -3.720414906552518e-03    0.000000000000000e+00    2.051903768834012e-03    4.193849937425987e-06
    5.418927193928555e-01    5.421699660359574e+02    5.282313869214467e-03    3.933403948519730e-04    1.639355813841492e-06   -3.642638033551257e-03    0.000000000000000e+00    2.016996315806127e-03    1.765927052289765e-05
    5.474308124665372e-01    5.477108925444850e+02    5.165235340854879e-03    4.067940020989818e-04    1.913330773016443e-06   -3.565900128299909e-03    0.000000000000000e+00    1.982611606299696e-03    2.543093912727237e-05
    5.529864201542367e-01    5.532693426279700e+02    5.049336715823596e-03    4.179707412121121e-04    9.142118308412227e-07   -3.490846669854177e-03    0.000000000000000e+00    1.948377411075107e-03    2.899758793726529e-05
    5.585593274516474e-01    5.588451011721039e+02    4.934984008701712e-03    4.265055787198303e-04    3.735191041070714e-07   -3.417693186481933e-03    0.000000000000000e+00    1.914509363038007e-03    2.966055700570971e-05
    5.641493186849607e-01    5.644379523927338e+02    4.822083569599493e-03    4.321628489883812e-04    5.149297810721301e-07   -3.346260378347177e-03    0.000000000000000e+00    1.881461450136277e-03    2.703951988549248e-05
    5.697561775192130e-01    5.700476798442133e+02    4.711033684676478e-03    4.342142349707132e-04    8.157363721971948e-07   -3.276280047751478e-03    0.000000000000000e+00    1.849127530231111e-03    2.065607803679878e-05
    5.753796869666574e-01    5.756740664277788e+02    4.601792904153901e-03    4.380421355794842e-04    1.091158426685700e-06   -3.207919212451337e-03    0.000000000000000e+00    1.817645849820055e-03    1.536113588867919e-05
    5.810196293951613e-01    5.813168943999515e+02    4.494552211749464e-03    4.512378389370437e-04    5.777236245210778e-07   -3.141387255745303e-03    0.000000000000000e+00    1.787023219833880e-03    1.795729873184534e-05
    5.866757865366288e-01    5.869759453809636e+02    4.389712207539690e-03    4.686793797283988e-04    8.028840646394394e-07   -3.076479453647495e-03    0.000000000000000e+00    1.757031972637812e-03    2.568304504742096e-05
    5.923479394954485e-01    5.926510003632111e+02    4.285381853925237e-03    4.844414044094529e-04    1.674369083901251e-06   -3.012714526235733e-03    0.000000000000000e+00    1.727304845837365e-03    3.147825534549360e-05
    5.980358687569639e-01    5.983418397197278e+02    4.180316858895719e-03    5.012511246685010e-04    1.021899797383797e-06   -2.949435396148405e-03    0.000000000000000e+00    1.697577375550103e-03    3.557711166309540e-05
    6.037393541959690e-01    6.040482432126860e+02    4.076036786843432e-03    5.165995649225479e-04    1.379424520243376e-06   -2.886175457893758e-03    0.000000000000000e+00    1.668504735449746e-03    3.933558294271964e-05
    6.094581750852277e-01    6.097699900019195e+02    3.972892536821911e-03    5.225542633643885e-04    2.360932119181721e-06   -2.822719335081018e-03    0.000000000000000e+00    1.640033339267586e-03    3.505505795687648e-05
    6.151921101040150e-01    6.155068586534699e+02    3.870833365425080e-03    5.228518066328563e-04    1.793940258529770e-06   -2.759423307714015e-03    0.000000000000000e+00    1.611933781538957e-03    2.412202306349394e-05
    6.209409373466837e-01    6.212586271481572e+02    3.770448499710240e-03    5.290059480339417e-04    1.028394027835408e-06   -2.696799303341066e-03    0.000000000000000e+00    1.584461262495908e-03    1.922227593504256e-05
    6.267044343312507e-01    6.270250728901707e+02    3.671094604755935e-03    5.385398167356078e-04    2.147572577989729e-06   -2.634717423188296e-03    0.000000000000000e+00    1.557763513113821e-03    1.930105776741498e-05
    6.324823780080080e-01    6.328059727156842e+02    3.572080949853122e-03    5.462829373593710e-04    4.065811971791278e-06   -2.573007502846703e-03    0.000000000000000e+00    1.531688702064297e-03    1.773349427328401e-05
    6.382745447681553e-01    6.386011029014932e+02    3.473507572185337e-03    5.523723643248968e-04    5.064703372323057e-06   -2.512206521698528e-03    0.000000000000000e+00    1.505806817462972e-03    1.293130072105688e-05
    6.440807104524520e-01    6.444102391736714e+02    3.375767020582799e-03    5.548360102034939e-04    5.302816212037524e-06   -2.452851817046988e-03    0.000000000000000e+00    1.479993259772975e-03    3.060770178367304e-06
    6.499006503598943e-01    6.502331567162519e+02    3.278902629483146e-03    5.585031632891191e-04    5.288555813547915e-06   -2.394586858184797e-03    0.000000000000000e+00    1.454593234710937e-03   -6.485744309920639e-06
    6.557341392564099e-01    6.560696301799267e+02    3.183319848519664e-03    5.682206430528663e-04    3.985225414917238e-06   -2.336955922124019e-03    0.000000000000000e+00    1.429593364632986e-03   -1.102356976955725e-05
    6.615809513835750e-01    6.619194336907681e+02    3.089531983006795e-03    5.807797498869232e-04    2.956174679992579e-06   -2.279854646577317e-03    0.000000000000000e+00    1.405158699880933e-03   -1.174543888453968e-05
    6.674408604673514e-01    6.677823408589701e+02    2.995961805428097e-03    5.927907668399470e-04    3.310020493251351e-06   -2.223745501935041e-03    0.000000000000000e+00    1.381361707751833e-03   -1.304461692557815e-05
    6.733136397268433e-01    6.736581247876098e+02    2.901828754886121e-03    6.065799112559613e-04    3.149480561177139e-06   -2.169326959908456e-03    0.000000000000000e+00    1.358092304348004e-03   -1.586111755320051e-05
    6.791990618830738e-01    6.795465580814283e+02    2.808751317369677e-03    6.223423327322359e-04    2.575224107001909e-06   -2.116700099792200e-03    0.000000000000000e+00    1.335310286844980e-03   -1.834151242826481e-05
    6.850968991677804e-01    6.854474128556309e+02    2.717278856866591e-03    6.372833117405359e-04    2.828879520502602e-06   -2.065524787217124e-03    0.000000000000000e+00    1.313066136889407e-03   -2.119987597890179e-05
    6.910069233322305e-01    6.913604607447070e+02    2.626626017099568e-03    6.533570340822971e-04    3.248728520509783e-06   -2.015413466008300e-03    0.000000000000000e+00    1.291096878034476e-03   -2.327856434040021e-05
    6.969289056560539e-01    6.972854729112669e+02    2.536326759130610e-03    6.732007933995856e-04    3.878054920167542e-06   -1.965983147863832e-03    0.000000000000000e+00    1.269362540305362e-03   -2.194008071883138e-05
    7.028626169560948e-01    7.032222200548985e+02    2.446546841046341e-03    6.935098370099923e-04    5.058104306004860e-06   -1.916935136864175e-03    0.000000000000000e+00    1.248066456294719e-03   -1.988681079655554e-05
    7.088078275952812e-01    7.091704724210417e+02    2.357804184803791e-03    7.126700268006172e-04    5.013036495523722e-06   -1.868061131771605e-03    0.000000000000000e+00    1.226968090053437e-03   -1.954197372511040e-05
    7.147643074915118e-01    7.151299998098789e+02    2.270799187326606e-03    7.326075692326311e-04    4.435273405466516e-06   -1.819544319590537e-03    0.000000000000000e+00    1.206303658923478e-03   -1.800594854931134e-05
    7.207318261265605e-01    7.211005715852449e+02    2.186228751898531e-03    7.555501183541997e-04    4.299172904844424e-06   -1.771541838668462e-03    0.000000000000000e+00    1.186393309658032e-03   -1.185710516891838e-05
    7.267101525549977e-01    7.270819566835522e+02    2.103481811272943e-03    7.809195095795314e-04    4.865110683440228e-06   -1.723781858017992e-03    0.000000000000000e+00    1.166818723259330e-03   -1.334149741406962e-06
    7.326990554131275e-01    7.330739236227332e+02    2.021575504704528e-03    8.036229745817923e-04    5.367878042411948e-06   -1.675872934382401e-03    0.000000000000000e+00    1.147566334207854e-03    7.127088738476421e-06
    7.386983029279417e-01    7.390762405111985e+02    1.941005286774355e-03    8.205780228845505e-04    5.557867311249470e-06   -1.627856547740979e-03    0.000000000000000e+00    1.128917221691113e-03    1.036740753806282e-05
    7.447076629260898e-01    7.450886750568116e+02    1.861757204649939e-03    8.333743031519295e-04    5.964166688407679e-06   -1.580275941697257e-03    0.000000000000000e+00    1.110632988877235e-03    1.018674391578414e-05
    7.507269028428641e-01    7.511109945758784e+02    1.783251534600296e-03    8.428064719669284e-04    6.685753158268484e-06   -1.533623224190783e-03    0.000000000000000e+00    1.092701040155308e-03    6.419495379402125e-06
    7.567557897311997e-01    7.571429660021523e+02    1.706045343439318e-03    8.502761570434867e-04    7.029874252002071e-06   -1.488044487855571e-03    0.000000000000000e+00    1.075319617170821e-03   -1.273029158477268e-08
    7.627940902706903e-01    7.631843558958540e+02    1.630767431073296e-03    8.603440424548808e-04    6.624111906418426e-06   -1.443708565650903e-03    0.000000000000000e+00    1.058611948290813e-03   -4.584928507120334e-06
    7.688415707766171e-01    7.692349304527054e+02    1.557257238747071e-03    8.727349211855826e-04    6.842888927335121e-06   -1.400930789778524e-03    0.000000000000000e+00    1.042602064629382e-03   -6.697805547917386e-06
    7.748979972089929e-01    7.752944555129783e+02    1.484912840637358e-03    8.866722501873699e-04    6.907450975598381e-06   -1.360013326545908e-03    0.000000000000000e+00    1.026951590127738e-03   -8.472374873319489e-06
    7.809631351816195e-01    7.813626965705564e+02    1.413720485739140e-03    9.026005509541491e-04    6.326910072916366e-06   -1.321057596377423e-03    0.000000000000000e+00    1.011538360901503e-03   -9.948010512719893e-06
    7.870367499711586e-01    7.874394187820106e+02    1.344352432433589e-03    9.222481654509907e-04    5.903589778710812e-06   -1.283816518469719e-03    0.000000000000000e+00    9.966294061906896e-04   -7.941736997117872e-06
    7.931186065262155e-01    7.935243869756878e+02    1.276528517930019e-03    9.442664300934986e-04    6.755116526740196e-06   -1.247648974695712e-03    0.000000000000000e+00    9.822457227221624e-04   -2.344632867615779e-06
    7.992084694764355e-01    7.996173656608116e+02    1.209425227858891e-03    9.636747118742329e-04    7.870791524798563e-06   -1.211985002912911e-03    0.000000000000000e+00    9.680624938089293e-04    9.232345360820748e-07
    8.053061031416138e-01    8.057181190365968e+02    1.143326347148453e-03    9.806300857095013e-04    7.893822294199177e-06   -1.176884142850993e-03    0.000000000000000e+00    9.541031871972418e-04    8.629251039187283e-07
    8.114112715408150e-01    8.118264110013743e+02    1.078794529019319e-03    9.962111492678814e-04    8.125374296548402e-06   -1.142767484174774e-03    0.000000000000000e+00    9.407461228307080e-04   -3.825544217335095e-07
    8.175237384015068e-01    8.179420051617280e+02    1.015700787019872e-03    1.012262827208075e-03    8.533573184366977e-06   -1.109601733205223e-03    0.000000000000000e+00    9.278269647874715e-04   -9.315105803806229e-07
    8.236432671687034e-01    8.240646648416447e+02    9.538738260528292e-04    1.029765503927253e-03    9.005041772224247e-06   -1.077063443712006e-03    0.000000000000000e+00    9.152833338195964e-04    2.975942207048823e-07
    8.297696210141201e-01    8.301941530916720e+02    8.933008428393384e-04    1.049228119049592e-03    9.694974697739892e-06   -1.045022268156360e-03    0.000000000000000e+00    9.030920647702937e-04    4.109603660016150e-06
    8.359025628453391e-01    8.363302326980893e+02    8.340461819869084e-04    1.070244481604505e-03    1.007663573218074e-05   -1.013637826214518e-03    0.000000000000000e+00    8.912086708981049e-04    9.520802210971212e-06
    8.420418553149849e-01    8.424726661920878e+02    7.763781366198750e-04    1.089188527955259e-03    1.014549341843392e-05   -9.831785249175152e-04    0.000000000000000e+00    8.797919822801678e-04    1.274165079588542e-05
    8.481872608299091e-01    8.486212158589605e+02    7.204377841884563e-04    1.106801892581691e-03    9.858021416336777e-06   -9.538336769502886e-04    0.000000000000000e+00    8.687990616506068e-04    1.446495958558845e-05
    8.543385415603867e-01    8.547756437473021e+02    6.660795991031558e-04    1.124011131357321e-03    1.022067287329519e-05   -9.255733228935810e-04    0.000000000000000e+00    8.583220766496902e-04    1.641600379050057e-05
    8.604954594493189e-01    8.609357116782177e+02    6.132130290111866e-04    1.137895658363876e-03    1.139187049154942e-05   -8.982157818946015e-04    0.000000000000000e+00    8.483811333519641e-04    1.590364262004686e-05
    8.666577762214468e-01    8.671011812545403e+02    5.620625679460773e-04    1.149695045276280e-03    1.238783559260076e-05   -8.717813441941357e-04    0.000000000000000e+00    8.388633087289249e-04    1.350079589189704e-05
    8.728252533925724e-01    8.732718138700573e+02    5.129042614056133e-04    1.162286056811108e-03    1.306568783198112e-05   -8.463155967764720e-04    0.000000000000000e+00    8.295989503996743e-04    1.234145887255597e-05
    8.789976522787881e-01    8.794473707187439e+02    4.658087445006755e-04    1.175019000841212e-03    1.352851524794602e-05   -8.218607818569845e-04    0.000000000000000e+00    8.205406482729097e-04    1.195483045993899e-05
    8.851747340057141e-01    8.856276128040058e+02    4.207698258212493e-04    1.187347905904167e-03    1.410960320069868e-05   -7.985866598343456e-04    0.000000000000000e+00    8.120461541179110e-04    1.159452097385799e-05
    8.913562595177424e-01    8.918123009479281e+02    3.779282555895950e-04    1.198141775834467e-03    1.476250161361945e-05   -7.767148326356211e-04    0.000000000000000e+00    8.042663077489302e-04    9.851392653130128e-06
    8.975419895872890e-01    8.980011958005315e+02    3.374465582665247e-04    1.208088649225218e-03    1.537768929127727e-05   -7.562971441522986e-04    0.000000000000000e+00    7.970828465458081e-04    7.532906084913569e-06
    9.037316848240518e-01    9.041940578490353e+02    2.991612701706452e-04    1.220724136363502e-03    1.531902069236319e-05   -7.370451952777166e-04    0.000000000000000e+00    7.901399558525590e-04    8.019276096235127e-06
    9.099251056842746e-01    9.103906474271269e+02    2.629131260605238e-04    1.236089884851940e-03    1.456466848881521e-05   -7.188419811393479e-04    0.000000000000000e+00    7.835763828319382e-04    1.114931542999279e-05
    9.161220124800187e-01    9.165907247242362e+02    2.288065734793836e-04    1.250593272952666e-03    1.425016752198812e-05   -7.017436224422885e-04    0.000000000000000e+00    7.775299917382173e-04    1.437639977353207e-05
    9.223221653884378e-01    9.227940497948179e+02    1.969477988340233e-04    1.260801337238105e-03    1.476495288252400e-05   -6.856563082140746e-04    0.000000000000000e+00    7.719889641738192e-04    1.486881656675900e-05
    9.285253244610600e-01    9.290003825676356e+02    1.674211795490820e-04    1.266813364839210e-03    1.520107353976251e-05   -6.704970143031379e-04    0.000000000000000e+00    7.668315900657542e-04    1.210701355916206e-05
    9.347312496330733e-01    9.352094828550540e+02    1.402033131613495e-04    1.271376038340599e-03    1.554152814622287e-05   -6.562936590327235e-04    0.000000000000000e+00    7.619881344641356e-04    8.839086151312715e-06
    9.409397007326168e-01    9.414211103623340e+02    1.152647829422094e-04    1.278171568848673e-03    1.547960179093139e-05   -6.431738975166623e-04    0.000000000000000e+00    7.575014663341442e-04    8.240589731007696e-06
    9.471504374900750e-01    9.476350246969317e+02    9.266980144691102e-05    1.285419595512363e-03    1.555837957619169e-05   -6.314261926057722e-04    0.000000000000000e+00    7.535886032686247e-04    8.632980661069231e-06
    9.533632195473765e-01    9.538509853778021e+02    7.241249071009614e-05    1.290986567469994e-03    1.620289838932392e-05   -6.212829201573186e-04    0.000000000000000e+00    7.502735073639567e-04    8.045529048138667e-06
    9.595778064672961e-01    9.600687518447062e+02    5.454143347095029e-05    1.297022138580029e-03    1.633504362610453e-05   -6.127550699358195e-04    0.000000000000000e+00    7.472677732568142e-04    7.875772484450066e-06
    9.657939577427594e-01    9.662880834675195e+02    3.915173892437926e-05    1.303217452260597e-03    1.602717961099497e-05   -6.056294327478805e-04    0.000000000000000e+00    7.445657275093498e-04    8.201210538741279e-06
    9.720114328061512e-01    9.725087395555463e+02    2.627181495194789e-05    1.307032172079652e-03    1.583209384989305e-05   -5.998181045333185e-04    0.000000000000000e+00    7.423469254085155e-04    6.971050939658563e-06
    9.782299910386247e-01    9.787304793668327e+02    1.591981880660626e-05    1.306485132389295e-03    1.592484541501129e-05   -5.953052861718685e-04    0.000000000000000e+00    7.406563292036418e-04    2.368181235402000e-06
    9.844493917794144e-01    9.849530621174848e+02    8.118125888614373e-06    1.303578992148698e-03    1.620285737991184e-05   -5.919511156096950e-04    0.000000000000000e+00    7.394389141917501e-04   -3.490054384220633e-06
    9.906693943351491e-01    9.911762469909864e+02    2.897144658223853e-06    1.300718475611448e-03    1.650159180325716e-05   -5.896722897454372e-04    0.000000000000000e+00    7.386844274088775e-04   -8.239505081385407e-06
    9.968897579891672e-01    9.973997931475188e+02    2.824739527015550e-07    1.299317274960298e-03    1.642838042231559e-05   -5.884701741867753e-04    0.000000000000000e+00    7.382427137873333e-04   -1.068475863879367e-05
