            Time             Fpx             Fpy             Fpz             Fvx             Fvy             Fvz             Mtx             Mty             Mtz           Y+min           Y+max
          4050.8         1.28863         3.34859      9.5779e-20       0.0240017       0.0233891    -1.32989e-06        -7.58683         2.95341         5.02778       0.0196222         1.58477
          4051.2         1.21965         3.44422     8.35665e-20       0.0226838       0.0218099    -3.63122e-06         -7.7984         2.79529         5.80636       0.0174001         1.59657
          4051.6         1.19588       -0.251298     1.31106e-19        0.020511       0.0206191     -5.7655e-06        0.519178         2.73696        -10.7834       0.0166062         1.52067
            4052         1.24564         4.70228     7.07014e-20        0.016578       0.0198235    -7.11433e-06        -10.6248         2.84007         11.2971       0.0187647         1.51847
          4052.4         1.29772         1.93276     1.09938e-19       0.0125485       0.0191117     -8.2572e-06        -4.39208         2.94814        -1.52304       0.0175193         1.48774
          4052.8         1.30193     0.000492751     1.33051e-19      0.00837288       0.0188217    -9.95452e-06      -0.0440107         2.94825        -10.1436       0.0399574         1.53492
          4053.2         1.35117       -0.847265     1.58973e-19      0.00597251       0.0202924    -1.14321e-05         1.86022         3.05369        -14.0831       0.0185535         1.49855
          4053.6          1.5295        -1.58823     1.98115e-19      0.00726351       0.0232871    -9.21046e-06         3.52092         3.45793        -18.2676       0.0220184         1.51889
            4054         1.70273        -2.88926     2.16933e-19        0.011546       0.0259073    -5.58854e-06         6.44268         3.85748        -24.9356       0.0199654          1.4494
          4054.4         1.71002       -0.321315     1.58692e-19       0.0147869       0.0264252    -2.09166e-06        0.663939         3.88121         -13.201       0.0395199         1.69428
          4054.8         1.66706         3.76469     9.45876e-20       0.0171481       0.0250695     6.36074e-06        -8.52646         3.78964         5.35262       0.0167613         1.63458
          4055.2         1.63785         6.47746     7.72861e-20       0.0219549       0.0255065     9.53224e-06        -14.6314         3.73447         17.9606       0.0199468         1.54915
          4055.6         1.58717         2.88527     1.26983e-19        0.025267       0.0269416      9.2172e-06        -6.55222         3.62782          1.9778        0.032048          1.7816
            4056          1.4823         3.53527     9.76717e-20       0.0272336       0.0259196     9.65624e-06        -8.01204         3.39625         4.96988       0.0388122         1.79667
          4056.4         1.21827         3.67551     6.13077e-20       0.0285689       0.0225236     6.10858e-06         -8.3197          2.8049         6.64733        0.010809         1.75929
          4056.8        0.964154          1.8512     6.00155e-20       0.0275984       0.0207739     4.96676e-07        -4.21138         2.23112       -0.739813       0.0261276         1.66066
          4057.2        0.909521       -0.721518     7.58392e-20       0.0251711       0.0213792     2.66055e-06         1.57602         2.10286        -12.3746       0.0404095         1.66188
          4057.6        0.998331        -3.55363     1.03345e-19       0.0231372       0.0231494     3.17651e-05         7.94402         2.29776         -26.039        0.042308         1.54453
            4058         1.11309        0.166384      5.2194e-20       0.0214211       0.0267277      3.9437e-05       -0.434401         2.55226        -9.92745       0.0436054         1.27139
          4058.4         1.23595           3.405     3.12116e-20       0.0214806       0.0343895     3.87285e-05        -7.73791         2.82878          4.4634       0.0188815         1.53077
          4058.8         1.46016         4.00711     6.19444e-20       0.0205295       0.0420818     4.12499e-05         -9.1106         3.33128         6.59874       0.0482322          1.8144
          4059.2         1.75101         5.71438     5.77188e-20       0.0181192       0.0451999     3.09881e-05         -12.959         3.98038         12.9778        0.057124         1.86805
          4059.6          1.9832          7.1659     5.22318e-20       0.0160219       0.0442008     -8.7289e-06        -16.2218         4.49884         18.2635       0.0344423         1.59979
            4060         2.02552         6.09503     9.19708e-20       0.0132162       0.0423397    -3.26148e-05        -13.8093          4.5886         13.9809       0.0719266          1.5173
          4060.4         1.95912         6.22544     1.37449e-19       0.0107245       0.0408946    -3.49931e-05        -14.1008         4.43165         15.0409       0.0228387          1.5136
          4060.8         1.91349         5.71036      1.2702e-19      0.00919182       0.0401243    -6.12263e-05        -12.9408         4.32421         13.1592       0.0147232         1.60189
          4061.2         1.94406         3.88915     1.17248e-19      0.00733371       0.0355254    -8.36702e-05        -8.83312         4.38812         3.21617       0.0474519         1.61538
          4061.6         2.14299         5.74047     8.48206e-20      0.00703469       0.0322948    -0.000130176        -12.9867         4.83598         10.8885       0.0369014         1.43842
            4062         2.02064         6.96042     5.58439e-20      0.00881987       0.0307611    -0.000148266        -15.7177         4.56566         17.6827       0.0209003         1.52436
          4062.4         1.81401          5.9929     5.15826e-20       0.0111763       0.0290212    -0.000204713        -13.5272         4.10651         14.5374       0.0517859         1.55927
          4062.8         1.65251         4.45907     4.39013e-20       0.0142483        0.026704    -0.000254703         -10.065         3.74776         8.31505       0.0198403         1.53149
