            Time             Fpx             Fpy             Fpz             Fvx             Fvy             Fvz             Mtx             Mty             Mtz           Y+min           Y+max
          32.352         15314.4         1036.51    -5.36607e-17         346.839        -9.88088        0.561127          -14534          186302        -18.1272       0.0534494         1.83325
          32.355         15278.7         1255.62    -5.39012e-17         346.789        -9.77377         0.56955        -16862.9          185963         -17.561       0.0407426         1.83258
          32.358         15243.9         1475.56    -5.41442e-17         346.738        -9.66222        0.577948        -19197.4          185635        -16.9969       0.0555671         1.83188
          32.361         15210.1         1696.21    -5.43899e-17         346.687         -9.5463        0.586282        -21536.1          185321        -16.4353       0.0647242         1.83117
          32.364         15177.4         1917.67    -5.46356e-17         346.636        -9.42606        0.594512        -23879.7          185020        -15.8754       0.0684433         1.83044
          32.367           15146         2139.64     -5.4884e-17         346.585        -9.30158        0.602597        -26225.5          184734        -15.3185       0.0669769         1.82969
           32.37         15115.9          2362.2    -5.51323e-17         346.534        -9.17292        0.610495        -28573.5          184465        -14.7641       0.0418136         1.82893
          32.373         15087.1         2585.07    -5.53828e-17         346.483        -9.04017        0.618163        -30921.4          184212        -14.2132       0.0602628         1.82815
          32.376         15059.8         2808.41    -5.56335e-17         346.432         -8.9034        0.625558        -33270.6          183975        -13.6653       0.0555514         1.82735
          32.379           15034         3031.91     -5.5886e-17         346.382         -8.7627        0.632641        -35617.6          183757        -13.1216       0.0520498         1.82653
          32.382         15009.8         3255.55    -5.61385e-17         346.332        -8.61815        0.639374        -37962.3          183555        -12.5821       0.0501118         1.82569
          32.385         14987.2         3479.32    -5.63879e-17         346.283        -8.46984        0.645726        -40304.6          183372        -12.0468       0.0499271         1.82484
          32.388         14966.6         3702.94    -5.66387e-17         346.233        -8.31786        0.651668        -42641.4          183211        -11.5169        0.050304         1.82397
          32.391         14947.6         3926.39    -5.68884e-17         346.184        -8.16232        0.657179        -44972.4          183067        -10.9923       0.0417588         1.82308
          32.394         14930.3         4149.72    -5.71343e-17         346.136         -8.0033        0.662245        -47298.6          182942        -10.4728       0.0248961         1.82236
          32.397         14915.2         4372.66    -5.73798e-17         346.088        -7.84093        0.666858        -49616.1          182840        -9.95966       0.0430888          1.8217
            32.4         14901.8         4595.08    -5.76223e-17          346.04         -7.6753        0.671015        -51924.2          182757         -9.4531       0.0391267         1.82104
          32.403         14890.7         4816.87    -5.78617e-17         345.993        -7.50652        0.674715        -54221.7          182698        -8.95352       0.0351001         1.82036
          32.406         14881.3         5038.03    -5.80966e-17         345.946        -7.33468        0.677965        -56508.4          182656        -8.46087       0.0313064         1.81986
          32.409         14873.9          5258.5    -5.83258e-17         345.899        -7.15992        0.680777        -58783.8          182635        -7.97546       0.0285226         1.81946
          32.412         14868.7         5478.03    -5.85524e-17         345.853        -6.98234         0.68317        -61045.3          182637        -7.49834       0.0279784         1.81906
          32.415         14865.6         5696.51    -5.87753e-17         345.807        -6.80205        0.685173        -63291.3          182659           -7.03       0.0299308         1.81866
          32.418         14864.4         5913.72    -5.89941e-17         345.761        -6.61917        0.686824        -65520.5          182701         -6.5713       0.0332294         1.81826
          32.421         14865.5         6129.81    -5.92082e-17         345.716         -6.4338        0.688165        -67733.7          182765        -6.12173         0.03689         1.81785
          32.424         14868.3         6344.52    -5.94177e-17         345.672        -6.24604        0.689248          -69928          182847        -5.68235       0.0404948         1.81744
          32.427         14873.2         6557.87    -5.96228e-17         345.629        -6.05599        0.690132        -72104.2          182947        -5.25314       0.0429384         1.81702
           32.43         14880.2         6769.56    -5.98224e-17         345.586        -5.86372        0.690884          -74259          183069        -4.83524       0.0255115         1.81661
          32.433         14889.2         6979.68    -6.00169e-17         345.543        -5.66932        0.691578        -76393.2          183209        -4.42812        0.037388         1.81619
          32.436         14900.4         7187.99    -6.02056e-17         345.502        -5.47285        0.692296        -78504.7          183370         -4.0325       0.0341974         1.81576
          32.439         14913.3         7394.38    -6.03893e-17         345.461        -5.27436        0.693134        -80591.6          183547        -3.64846       0.0306416         1.81534
          32.442           14928         7599.02    -6.05635e-17          345.42        -5.07391        0.694194        -82656.2          183739        -3.27492       0.0168124         1.81491
          32.445         14944.7         7801.42    -6.07326e-17          345.38         -4.8715         0.69559        -84694.4          183949        -2.91349        0.020928         1.81448
          32.448         14963.4         8001.48    -6.08947e-17         345.341        -4.66718        0.697443        -86703.6          184178        -2.56415       0.0162991         1.81405
