x,y,z,pressure
-3.0000000000000226,3.6739403974420554e-16,12.000000000000005,252.87452780090274
-2.98196193795496,0.32848592144564087,12.000000000000005,250.45880086995732
-2.9800670323199574,-0.3452542293435173,12.000000000000005,251.22052767157862
-2.928233548902068,0.6522639673357097,12.000000000000005,214.6855716927588
-2.921085658019366,-0.6835631488850379,12.000000000000005,213.65734029260983
-2.840107900498164,0.9663266081030643,12.000000000000005,167.0347357379038
-2.82506301020626,-1.0094647038725264,12.000000000000005,162.14376134339776
-2.719767832757302,1.2660422330628072,12.000000000000005,102.26045105160273
-2.6949437526748072,-1.3180584850146155,12.000000000000005,92.36313047981015
-2.5701713405278377,1.5473264944184488,12.000000000000005,27.88292424580774
-2.5344458658254716,-1.6051741815766059,12.000000000000005,13.99330099609477
-2.394901981107178,1.8067773800025582,12.000000000000005,-50.88893321760999
-2.347866738515479,-1.8674907705722759,12.000000000000005,-69.06888094325998
-2.1979960367101405,2.0417672302705174,12.000000000000005,-128.9903047646346
-2.1398744848728515,-2.102602480020925,12.000000000000005,-143.50759118229956
-1.9847572313353112,2.2496085732105047,12.000000000000005,-195.84609712799946
-1.9168295706711678,-2.3077617721507933,12.000000000000005,-217.97274239839635
-1.7592480750970114,2.430030084230935,12.000000000000005,-275.01943846547755
-1.6824671181081028,-2.4838084460129113,12.000000000000005,-292.1046121903885
-1.5255055260206918,2.5831827055166525,12.000000000000005,-337.1753651551089
-1.4412706366648835,-2.631109832729837,12.000000000000005,-351.10026673261945
-1.2875079025263558,2.70967219436821,12.000000000000005,-386.78259090790914
-1.1973523256414897,-2.7506994398299587,12.000000000000005,-397.1519864860002
-1.0488731352881484,2.81066987497124,12.000000000000005,-421.6819300392838
-0.9543660573631291,-2.8441493330261514,12.000000000000005,-425.06321752682925
-0.812788188109725,2.887797666262187,12.000000000000005,-439.03841001870563
-0.7154546566600178,-2.913438627166116,12.000000000000005,-437.2703559185064
-0.581968309834917,2.9430108539296898,12.000000000000005,-442.36703965177355
-0.4832282094468913,-2.960825982322277,12.000000000000005,-433.8358447045223
-0.3599347741110242,2.9783295583910423,12.000000000000005,-434.57000911797167
-0.2621070599717587,-2.9885280472354347,12.000000000000005,-423.69005468744643
-0.14800879934927,2.996346674754964,12.000000000000005,-419.8128606991601
-0.051274164883858685,-2.999561794665268,12.000000000000005,-404.677833818769
0.0534510776440886,2.999523792587539,12.000000000000005,-396.5315119704607
0.14824345722770893,-2.9963350742847754,12.000000000000005,-375.26816402524605
0.24362923785858057,2.9900911013646976,12.000000000000005,-363.50283887431476
0.33580430865517974,-2.981146669704234,12.000000000000005,-338.6759757857982
0.4220503862774834,2.970163879560018,12.000000000000005,-325.528135291238
0.5110960741839106,-2.956142892851062,12.000000000000005,-297.963990356408
