y	y+	Umean	dUmean/dy	Wmean	Pmean	
1.33947843E-01	6.94639735E+02	2.13317667E+01	1.95016591E+01	7.28989182E-04	-1.20106450E+00	
1.34950377E-01	6.99838774E+02	2.13512467E+01	1.93601887E+01	7.42550725E-04	-1.20019157E+00	
1.35956347E-01	7.05055632E+02	2.13706521E+01	1.92206898E+01	7.55648857E-04	-1.19931351E+00	
1.36965749E-01	7.10290289E+02	2.13899836E+01	1.90823933E+01	7.68187921E-04	-1.19842951E+00	
1.37978580E-01	7.15542723E+02	2.14092410E+01	1.89447760E+01	7.80031681E-04	-1.19753891E+00	
1.38994834E-01	7.20812915E+02	2.14284241E+01	1.88080336E+01	7.91176130E-04	-1.19664258E+00	
1.40014509E-01	7.26100843E+02	2.14475330E+01	1.86726033E+01	8.01874431E-04	-1.19574221E+00	
1.41037600E-01	7.31406486E+02	2.14665681E+01	1.85385832E+01	8.12518069E-04	-1.19483842E+00	
1.42064102E-01	7.36729822E+02	2.14855297E+01	1.84059633E+01	8.23598631E-04	-1.19393101E+00	
1.43094013E-01	7.42070832E+02	2.15044185E+01	1.82746726E+01	8.35546809E-04	-1.19301941E+00	
1.44127327E-01	7.47429493E+02	2.15232347E+01	1.81448164E+01	8.48524112E-04	-1.19210330E+00	
1.45164041E-01	7.52805785E+02	2.15419790E+01	1.80165741E+01	8.62683828E-04	-1.19118299E+00	
1.46204150E-01	7.58199686E+02	2.15606522E+01	1.78899115E+01	8.78239348E-04	-1.19025889E+00	
1.47247651E-01	7.63611174E+02	2.15792549E+01	1.77648027E+01	8.95338594E-04	-1.18933132E+00	
1.48294539E-01	7.69040228E+02	2.15977877E+01	1.76410171E+01	9.13942795E-04	-1.18840068E+00	
1.49344811E-01	7.74486827E+02	2.16162510E+01	1.75184211E+01	9.33854160E-04	-1.18746805E+00	
1.50398461E-01	7.79950949E+02	2.16346454E+01	1.73973881E+01	9.54922176E-04	-1.18653474E+00	
1.51455486E-01	7.85432572E+02	2.16529716E+01	1.72779657E+01	9.77065025E-04	-1.18560098E+00	
1.52515881E-01	7.90931674E+02	2.16712303E+01	1.71598671E+01	1.00023710E-03	-1.18466593E+00	
1.53579643E-01	7.96448234E+02	2.16894221E+01	1.70432350E+01	1.02431241E-03	-1.18372834E+00	
1.54646767E-01	8.01982230E+02	2.17075479E+01	1.69284585E+01	1.04894964E-03	-1.18278698E+00	
1.55717249E-01	8.07533639E+02	2.17256089E+01	1.68155620E+01	1.07365475E-03	-1.18184034E+00	
1.56791085E-01	8.13102440E+02	2.17436061E+01	1.67042050E+01	1.09801637E-03	-1.18088708E+00	
1.57868270E-01	8.18688610E+02	2.17615402E+01	1.65940851E+01	1.12191254E-03	-1.17992674E+00	
1.58948800E-01	8.24292128E+02	2.17794114E+01	1.64847602E+01	1.14530531E-03	-1.17895965E+00	
1.60032671E-01	8.29912970E+02	2.17972197E+01	1.63759311E+01	1.16817668E-03	-1.17798598E+00	
1.61119878E-01	8.35551116E+02	2.18149649E+01	1.62678754E+01	1.19052129E-03	-1.17700582E+00	
1.62210418E-01	8.41206541E+02	2.18326472E+01	1.61609877E+01	1.21209192E-03	-1.17601836E+00	
1.63304285E-01	8.46879225E+02	2.18502673E+01	1.60553674E+01	1.23254366E-03	-1.17502244E+00	
1.64401476E-01	8.52569144E+02	2.18678258E+01	1.59512116E+01	1.25155716E-03	-1.17401796E+00	
1.65501986E-01	8.58276276E+02	2.18853237E+01	1.58487481E+01	1.26893158E-03	-1.17300579E+00	
1.66605810E-01	8.64000597E+02	2.19027620E+01	1.57476976E+01	1.28485132E-03	-1.17198720E+00	
1.67712946E-01	8.69742086E+02	2.19201415E+01	1.56478790E+01	1.29956371E-03	-1.17096329E+00	
1.68823387E-01	8.75500720E+02	2.19374626E+01	1.55492517E+01	1.31293327E-03	-1.16993476E+00	
1.69937129E-01	8.81276475E+02	2.19547260E+01	1.54516354E+01	1.32460963E-03	-1.16890159E+00	
1.71054169E-01	8.87069329E+02	2.19719320E+01	1.53549621E+01	1.33449226E-03	-1.16786329E+00	
1.72174502E-01	8.92879258E+02	2.19890809E+01	1.52593284E+01	1.34298303E-03	-1.16682035E+00	
1.73298123E-01	8.98706240E+02	2.20061735E+01	1.51650311E+01	1.35062886E-03	-1.16577427E+00	
1.74425027E-01	9.04550252E+02	2.20232105E+01	1.50720703E+01	1.35784177E-03	-1.16472645E+00	
1.75555211E-01	9.10411270E+02	2.20401927E+01	1.49801372E+01	1.36490906E-03	-1.16367698E+00	
1.76688670E-01	9.16289271E+02	2.20571204E+01	1.48891055E+01	1.37212112E-03	-1.16262495E+00	
1.77825399E-01	9.22184231E+02	2.20739939E+01	1.47989227E+01	1.37969667E-03	-1.16156931E+00	
1.78965394E-01	9.28096128E+02	2.20908135E+01	1.47093497E+01	1.38765536E-03	-1.16051070E+00	
1.80108651E-01	9.34024937E+02	2.21075791E+01	1.46204231E+01	1.39589294E-03	-1.15945077E+00	
1.81255164E-01	9.39970636E+02	2.21242910E+01	1.45324646E+01	1.40408665E-03	-1.15839042E+00	
1.82404929E-01	9.45933200E+02	2.21409499E+01	1.44455257E+01	1.41195589E-03	-1.15732943E+00	
1.83557942E-01	9.51912606E+02	2.21575561E+01	1.43595484E+01	1.41927850E-03	-1.15626649E+00	
1.84714197E-01	9.57908830E+02	2.21741100E+01	1.42743856E+01	1.42592369E-03	-1.15519974E+00	
1.85873692E-01	9.63921848E+02	2.21906121E+01	1.41900447E+01	1.43226940E-03	-1.15412758E+00	
1.87036420E-01	9.69951637E+02	2.22070627E+01	1.41066390E+01	1.43885085E-03	-1.15304929E+00	
1.88202377E-01	9.75998172E+02	2.22234622E+01	1.40241580E+01	1.44601533E-03	-1.15196474E+00	
1.89371559E-01	9.82061430E+02	2.22398112E+01	1.39425353E+01	1.45412790E-03	-1.15087432E+00	
1.90543961E-01	9.88141386E+02	2.22561099E+01	1.38616200E+01	1.46356864E-03	-1.14977897E+00	
1.91719579E-01	9.94238016E+02	2.22723586E+01	1.37812766E+01	1.47460802E-03	-1.14867941E+00	
1.92898407E-01	1.00035130E+03	2.22885572E+01	1.37014458E+01	1.48719814E-03	-1.14757501E+00	
1.94080440E-01	1.00648120E+03	2.23047059E+01	1.36223411E+01	1.50080872E-03	-1.14646399E+00	
1.95265676E-01	1.01262771E+03	2.23208052E+01	1.35442692E+01	1.51468889E-03	-1.14534466E+00	
1.96454107E-01	1.01879079E+03	2.23368558E+01	1.34673950E+01	1.52819144E-03	-1.14421625E+00	
1.97645731E-01	1.02497043E+03	2.23528586E+01	1.33914798E+01	1.54111073E-03	-1.14307918E+00	
1.98840541E-01	1.03116660E+03	2.23688138E+01	1.33162968E+01	1.55381620E-03	-1.14193436E+00	
2.00038534E-01	1.03737926E+03	2.23847220E+01	1.32418663E+01	1.56696661E-03	-1.14078340E+00	
2.01239705E-01	1.04360841E+03	2.24005833E+01	1.31680817E+01	1.58095675E-03	-1.13962776E+00	
2.02444048E-01	1.04985401E+03	2.24163982E+01	1.30950867E+01	1.59575395E-03	-1.13846769E+00	
2.03651559E-01	1.05611604E+03	2.24321671E+01	1.30231479E+01	1.61106696E-03	-1.13730298E+00	
2.04862234E-01	1.06239447E+03	2.24478908E+01	1.29522074E+01	1.62648687E-03	-1.13613350E+00	
2.06076067E-01	1.06868929E+03	2.24635700E+01	1.28821180E+01	1.64186208E-03	-1.13495859E+00	
2.07293053E-01	1.07500045E+03	2.24792051E+01	1.28128082E+01	1.65746818E-03	-1.13377761E+00	
2.08513189E-01	1.08132795E+03	2.24947965E+01	1.27441236E+01	1.67364461E-03	-1.13259034E+00	
2.09736468E-01	1.08767175E+03	2.25103444E+01	1.26760803E+01	1.69033348E-03	-1.13139636E+00	
2.10962886E-01	1.09403183E+03	2.25258491E+01	1.26086483E+01	1.70734916E-03	-1.13019477E+00	
2.12192439E-01	1.10040816E+03	2.25413109E+01	1.25415954E+01	1.72463587E-03	-1.12898567E+00	
2.13425121E-01	1.10680072E+03	2.25567295E+01	1.24749063E+01	1.74225439E-03	-1.12777086E+00	
2.14660927E-01	1.11320949E+03	2.25721051E+01	1.24088115E+01	1.76035152E-03	-1.12655269E+00	
2.15899853E-01	1.11963443E+03	2.25874382E+01	1.23435262E+01	1.77885466E-03	-1.12533206E+00	
2.17141893E-01	1.12607552E+03	2.26027291E+01	1.22788269E+01	1.79750990E-03	-1.12410875E+00	
2.18387043E-01	1.13253274E+03	2.26179780E+01	1.22145195E+01	1.81618984E-03	-1.12288233E+00	
2.19635298E-01	1.13900606E+03	2.26331849E+01	1.21507841E+01	1.83481732E-03	-1.12165233E+00	
2.20886652E-01	1.14549546E+03	2.26483504E+01	1.20877943E+01	1.85355638E-03	-1.12041797E+00	
2.22141101E-01	1.15200090E+03	2.26634748E+01	1.20256088E+01	1.87283753E-03	-1.11917815E+00	
2.23398640E-01	1.15852237E+03	2.26785587E+01	1.19641491E+01	1.89271170E-03	-1.11793180E+00	
2.24659264E-01	1.16505984E+03	2.26936026E+01	1.19033258E+01	1.91294337E-03	-1.11667850E+00	
2.25922968E-01	1.17161327E+03	2.27086068E+01	1.18431313E+01	1.93353844E-03	-1.11541802E+00	
2.27189746E-01	1.17818266E+03	2.27235715E+01	1.17834629E+01	1.95487807E-03	-1.11415035E+00	
2.28459594E-01	1.18476796E+03	2.27384971E+01	1.17242211E+01	1.97742742E-03	-1.11287634E+00	
2.29732507E-01	1.19136915E+03	2.27533836E+01	1.16655951E+01	2.00134177E-03	-1.11159744E+00	
2.31008479E-01	1.19798621E+03	2.27682314E+01	1.16074185E+01	2.02644609E-03	-1.11031596E+00	
2.32287506E-01	1.20461912E+03	2.27830404E+01	1.15493501E+01	2.05233872E-03	-1.10903442E+00	
2.33569583E-01	1.21126783E+03	2.27978105E+01	1.14915461E+01	2.07832825E-03	-1.10775358E+00	
2.34854704E-01	1.21793234E+03	2.28125417E+01	1.14343381E+01	2.10385328E-03	-1.10647219E+00	
2.36142864E-01	1.22461260E+03	2.28272344E+01	1.13777907E+01	2.12881939E-03	-1.10518764E+00	
2.37434058E-01	1.23130860E+03	2.28418891E+01	1.13217247E+01	2.15350066E-03	-1.10389789E+00	
2.38728281E-01	1.23802031E+03	2.28565059E+01	1.12662311E+01	2.17818656E-03	-1.10260263E+00	
2.40025529E-01	1.24474770E+03	2.28710854E+01	1.12114981E+01	2.20318728E-03	-1.10130248E+00	
2.41325795E-01	1.25149075E+03	2.28856282E+01	1.11576622E+01	2.22878278E-03	-1.09999800E+00	
2.42629074E-01	1.25824942E+03	2.29001352E+01	1.11047386E+01	2.25486910E-03	-1.09868833E+00	
2.43935362E-01	1.26502370E+03	2.29146070E+01	1.10526061E+01	2.28119958E-03	-1.09737146E+00	
2.45244653E-01	1.27181355E+03	2.29290442E+01	1.10008140E+01	2.30749136E-03	-1.09604584E+00	
2.46556943E-01	1.27861895E+03	2.29434464E+01	1.09488819E+01	2.33330544E-03	-1.09471124E+00	
2.47872225E-01	1.28543986E+03	2.29578132E+01	1.08971245E+01	2.35828618E-03	-1.09336762E+00	
2.49190494E-01	1.29227627E+03	2.29721447E+01	1.08460326E+01	2.38259305E-03	-1.09201518E+00	
2.50511746E-01	1.29912815E+03	2.29864417E+01	1.07955488E+01	2.40717032E-03	-1.09065449E+00	
2.51835975E-01	1.30599547E+03	2.30007042E+01	1.07453219E+01	2.43349442E-03	-1.08928506E+00	
2.53163176E-01	1.31287819E+03	2.30149321E+01	1.06953046E+01	2.46278782E-03	-1.08790534E+00	
2.54493344E-01	1.31977631E+03	2.30291255E+01	1.06454712E+01	2.49582446E-03	-1.08651413E+00	
2.55826472E-01	1.32668977E+03	2.30432840E+01	1.05954603E+01	2.53258132E-03	-1.08511204E+00	
2.57162557E-01	1.33361857E+03	2.30574069E+01	1.05452385E+01	2.57200687E-03	-1.08369956E+00	
2.58501593E-01	1.34056267E+03	2.30714937E+01	1.04950669E+01	2.61293027E-03	-1.08227573E+00	
2.59843573E-01	1.34752205E+03	2.30855444E+01	1.04452507E+01	2.65444364E-03	-1.08083934E+00	
2.61188494E-01	1.35449667E+03	2.30995592E+01	1.03960233E+01	2.69553817E-03	-1.07939113E+00	
2.62536350E-01	1.36148651E+03	2.31135387E+01	1.03473515E+01	2.73519111E-03	-1.07793353E+00	
2.63887134E-01	1.36849154E+03	2.31274832E+01	1.02993379E+01	2.77263541E-03	-1.07646951E+00	
2.65240843E-01	1.37551173E+03	2.31413934E+01	1.02520012E+01	2.80710809E-03	-1.07500167E+00	
2.66597471E-01	1.38254706E+03	2.31552697E+01	1.02052147E+01	2.83774791E-03	-1.07353201E+00	
2.67957011E-01	1.38959750E+03	2.31691126E+01	1.01590158E+01	2.86388803E-03	-1.07206184E+00	
2.69319460E-01	1.39666302E+03	2.31829227E+01	1.01135373E+01	2.88543303E-03	-1.07059204E+00	
2.70684810E-01	1.40374359E+03	2.31967006E+01	1.00688812E+01	2.90269228E-03	-1.06912206E+00	
2.72053058E-01	1.41083918E+03	2.32104472E+01	1.00249112E+01	2.91591654E-03	-1.06764980E+00	
2.73424197E-01	1.41794977E+03	2.32241629E+01	9.98137005E+00	2.92554074E-03	-1.06617282E+00	
2.74798223E-01	1.42507532E+03	2.32378477E+01	9.93796502E+00	2.93237824E-03	-1.06468938E+00	
2.76175129E-01	1.43221581E+03	2.32515014E+01	9.89458343E+00	2.93743949E-03	-1.06319851E+00	
2.77554910E-01	1.43937122E+03	2.32651239E+01	9.85121925E+00	2.94156356E-03	-1.06169977E+00	
2.78937561E-01	1.44654150E+03	2.32787146E+01	9.80773681E+00	2.94514118E-03	-1.06019357E+00	
2.80323076E-01	1.45372664E+03	2.32922732E+01	9.76407823E+00	2.94820505E-03	-1.05868062E+00	
2.81711449E-01	1.46092660E+03	2.33057990E+01	9.72046839E+00	2.95068094E-03	-1.05716150E+00	
2.83102676E-01	1.46814136E+03	2.33192924E+01	9.67755151E+00	2.95277545E-03	-1.05563585E+00	
2.84496751E-01	1.47537089E+03	2.33327544E+01	9.63588732E+00	2.95452395E-03	-1.05410227E+00	
2.85893667E-01	1.48261515E+03	2.33461867E+01	9.59559370E+00	2.95577150E-03	-1.05255880E+00	
2.87293420E-01	1.48987413E+03	2.33595907E+01	9.55655177E+00	2.95643396E-03	-1.05100559E+00	
2.88696004E-01	1.49714779E+03	2.33729677E+01	9.51836022E+00	2.95626459E-03	-1.04944471E+00	
2.90101414E-01	1.50443610E+03	2.33863182E+01	9.48045596E+00	2.95486189E-03	-1.04787754E+00	
2.91509643E-01	1.51173903E+03	2.33996423E+01	9.44272631E+00	2.95189859E-03	-1.04630434E+00	
2.92920687E-01	1.51905656E+03	2.34129399E+01	9.40536541E+00	2.94714490E-03	-1.04472601E+00	
2.94334539E-01	1.52638865E+03	2.34262115E+01	9.36837294E+00	2.94017990E-03	-1.04314435E+00	
2.95751195E-01	1.53373528E+03	2.34394573E+01	9.33178438E+00	2.93064477E-03	-1.04156051E+00	
2.97170647E-01	1.54109641E+03	2.34526775E+01	9.29535538E+00	2.91859980E-03	-1.03997349E+00	
2.98592892E-01	1.54847203E+03	2.34658718E+01	9.25895057E+00	2.90452314E-03	-1.03838131E+00	
3.00017922E-01	1.55586209E+03	2.34790404E+01	9.22296270E+00	2.88897482E-03	-1.03678315E+00	
3.01445733E-01	1.56326657E+03	2.34921835E+01	9.18723664E+00	2.87228015E-03	-1.03517883E+00	
3.02876319E-01	1.57068544E+03	2.35053010E+01	9.15133981E+00	2.85467420E-03	-1.03356801E+00	
3.04309674E-01	1.57811867E+03	2.35183923E+01	9.11527264E+00	2.83610843E-03	-1.03194978E+00	
3.05745792E-01	1.58556623E+03	2.35314570E+01	9.07922094E+00	2.81652153E-03	-1.03032351E+00	
3.07184668E-01	1.59302810E+03	2.35444951E+01	9.04357084E+00	2.79637309E-03	-1.02869019E+00	
3.08626296E-01	1.60050423E+03	2.35575073E+01	9.00863561E+00	2.77612192E-03	-1.02705142E+00	
3.10070671E-01	1.60799461E+03	2.35704942E+01	8.97417084E+00	2.75633957E-03	-1.02540806E+00	
3.11517785E-01	1.61549919E+03	2.35834560E+01	8.93971049E+00	2.73793016E-03	-1.02376026E+00	
3.12967635E-01	1.62301796E+03	2.35963921E+01	8.90505895E+00	2.72159285E-03	-1.02210699E+00	
3.14420213E-01	1.63055089E+03	2.36093021E+01	8.87016724E+00	2.70736775E-03	-1.02044578E+00	
3.15875515E-01	1.63809793E+03	2.36221854E+01	8.83514872E+00	2.69481986E-03	-1.01877441E+00	
3.17333534E-01	1.64565907E+03	2.36350416E+01	8.80006857E+00	2.68337138E-03	-1.01709265E+00	
3.18794265E-01	1.65323427E+03	2.36478705E+01	8.76489387E+00	2.67238801E-03	-1.01540156E+00	
3.20257702E-01	1.66082350E+03	2.36606715E+01	8.72961345E+00	2.66099586E-03	-1.01370146E+00	
3.21723839E-01	1.66842674E+03	2.36734443E+01	8.69410917E+00	2.64820770E-03	-1.01199198E+00	
3.23192670E-01	1.67604394E+03	2.36861885E+01	8.65872990E+00	2.63343957E-03	-1.01027423E+00	
3.24664189E-01	1.68367509E+03	2.36989041E+01	8.62363258E+00	2.61671769E-03	-1.00855042E+00	
3.26138391E-01	1.69132015E+03	2.37115912E+01	8.58858426E+00	2.59800617E-03	-1.00682155E+00	
3.27615270E-01	1.69897909E+03	2.37242497E+01	8.55365388E+00	2.57714745E-03	-1.00508776E+00	
3.29094820E-01	1.70665189E+03	2.37368795E+01	8.51893298E+00	2.55447221E-03	-1.00335000E+00	
3.30577034E-01	1.71433850E+03	2.37494809E+01	8.48448137E+00	2.53052606E-03	-1.00161014E+00	
3.32061908E-01	1.72203890E+03	2.37620538E+01	8.45020971E+00	2.50586568E-03	-9.99869972E-01	
3.33549434E-01	1.72975306E+03	2.37745983E+01	8.41615382E+00	2.48103004E-03	-9.98130664E-01	
3.35039608E-01	1.73748095E+03	2.37871146E+01	8.38240219E+00	2.45600953E-03	-9.96392451E-01	
3.36532424E-01	1.74522254E+03	2.37996030E+01	8.34900350E+00	2.43039622E-03	-9.94654418E-01	
3.38027874E-01	1.75297779E+03	2.38120638E+01	8.31596635E+00	2.40413089E-03	-9.92913356E-01	
3.39525954E-01	1.76074668E+03	2.38244973E+01	8.28327451E+00	2.37741632E-03	-9.91165566E-01	
3.41026658E-01	1.76852917E+03	2.38369037E+01	8.25098279E+00	2.35038321E-03	-9.89410109E-01	
3.42529979E-01	1.77632524E+03	2.38492834E+01	8.21878471E+00	2.32282099E-03	-9.87647910E-01	
3.44035912E-01	1.78413486E+03	2.38616361E+01	8.18663022E+00	2.29481115E-03	-9.85879357E-01	
3.45544451E-01	1.79195798E+03	2.38739619E+01	8.15477060E+00	2.26678310E-03	-9.84104647E-01	
3.47055589E-01	1.79979459E+03	2.38862609E+01	8.12316271E+00	2.23896260E-03	-9.82325357E-01	
3.48569320E-01	1.80764464E+03	2.38985334E+01	8.09164948E+00	2.21182391E-03	-9.80545014E-01	
3.50085640E-01	1.81550812E+03	2.39107791E+01	8.06029385E+00	2.18604163E-03	-9.78767385E-01	
3.51604540E-01	1.82338498E+03	2.39229982E+01	8.02925264E+00	2.16204712E-03	-9.76994154E-01	
3.53126017E-01	1.83127520E+03	2.39351911E+01	7.99846961E+00	2.13981027E-03	-9.75224473E-01	
3.54650063E-01	1.83917875E+03	2.39473578E+01	7.96790136E+00	2.11927152E-03	-9.73456570E-01	
3.56176672E-01	1.84709559E+03	2.39594985E+01	7.93758960E+00	2.10044597E-03	-9.71689302E-01	
3.57705838E-01	1.85502569E+03	2.39716135E+01	7.90780353E+00	2.08294348E-03	-9.69921865E-01	
3.59237556E-01	1.86296902E+03	2.39837037E+01	7.87866948E+00	2.06561036E-03	-9.68153432E-01	
3.60771820E-01	1.87092555E+03	2.39957696E+01	7.85004649E+00	2.04715640E-03	-9.66383651E-01	
3.62308622E-01	1.87889525E+03	2.40078118E+01	7.82174257E+00	2.02650828E-03	-9.64612202E-01	
3.63847957E-01	1.88687808E+03	2.40198305E+01	7.79386000E+00	2.00301385E-03	-9.62838073E-01	
3.65389820E-01	1.89487402E+03	2.40318265E+01	7.76657862E+00	1.97692584E-03	-9.61059657E-01	
3.66934203E-01	1.90288303E+03	2.40438003E+01	7.73977414E+00	1.94910037E-03	-9.59275348E-01	
3.68481100E-01	1.91090509E+03	2.40557524E+01	7.71321957E+00	1.92054377E-03	-9.57485656E-01	
3.70030506E-01	1.91894015E+03	2.40676826E+01	7.68648562E+00	1.89197291E-03	-9.55691928E-01	
3.71582415E-01	1.92698819E+03	2.40795904E+01	7.65941464E+00	1.86410287E-03	-9.53895195E-01	
3.73136820E-01	1.93504917E+03	2.40914749E+01	7.63198320E+00	1.83768528E-03	-9.52095829E-01	
3.74693714E-01	1.94312306E+03	2.41033355E+01	7.60427734E+00	1.81362840E-03	-9.50294633E-01	
3.76253093E-01	1.95120984E+03	2.41151720E+01	7.57679741E+00	1.79258259E-03	-9.48492559E-01	
3.77814949E-01	1.95930947E+03	2.41269848E+01	7.54986581E+00	1.77444062E-03	-9.46688792E-01	
3.79379277E-01	1.96742191E+03	2.41387745E+01	7.52353354E+00	1.75870471E-03	-9.44881726E-01	
3.80946069E-01	1.97554713E+03	2.41505421E+01	7.49779727E+00	1.74449677E-03	-9.43069657E-01	
3.82515321E-01	1.98368511E+03	2.41622882E+01	7.47250940E+00	1.73114649E-03	-9.41250916E-01	
3.84087026E-01	1.99183581E+03	2.41740131E+01	7.44762087E+00	1.71870514E-03	-9.39425158E-01	
3.85661177E-01	1.99999920E+03	2.41857175E+01	7.42316583E+00	1.70719307E-03	-9.37593314E-01	
3.87237768E-01	2.00817524E+03	2.41974016E+01	7.39886358E+00	1.69592265E-03	-9.35756404E-01	
3.88816793E-01	2.01636390E+03	2.42090653E+01	7.37430351E+00	1.68405708E-03	-9.33915360E-01	
3.90398246E-01	2.02456515E+03	2.42207078E+01	7.34952906E+00	1.67109343E-03	-9.32071419E-01	
3.91982121E-01	2.03277896E+03	2.42323290E+01	7.32488488E+00	1.65714127E-03	-9.30226013E-01	
3.93568411E-01	2.04100530E+03	2.42439290E+01	7.30056356E+00	1.64309134E-03	-9.28379797E-01	
3.95157109E-01	2.04924412E+03	2.42555085E+01	7.27694807E+00	1.62970571E-03	-9.26532395E-01	
3.96748210E-01	2.05749541E+03	2.42670686E+01	7.25408212E+00	1.61731261E-03	-9.24683515E-01	
3.98341707E-01	2.06575912E+03	2.42786099E+01	7.23127847E+00	1.60604110E-03	-9.22833889E-01	
3.99937594E-01	2.07403523E+03	2.42901317E+01	7.20802147E+00	1.59609180E-03	-9.20982954E-01	
4.01535865E-01	2.08232370E+03	2.43016331E+01	7.18419342E+00	1.58735486E-03	-9.19128698E-01	
4.03136513E-01	2.09062449E+03	2.43131132E+01	7.16013842E+00	1.57935679E-03	-9.17268863E-01	
4.04739532E-01	2.09893758E+03	2.43245719E+01	7.13638188E+00	1.57214087E-03	-9.15400787E-01	
4.06344915E-01	2.10726294E+03	2.43360097E+01	7.11303579E+00	1.56625923E-03	-9.13521809E-01	
4.07952656E-01	2.11560052E+03	2.43474269E+01	7.08973575E+00	1.56267248E-03	-9.11631532E-01	
4.09562749E-01	2.12395029E+03	2.43588233E+01	7.06645726E+00	1.56212378E-03	-9.09731514E-01	
4.11175188E-01	2.13231223E+03	2.43701990E+01	7.04353908E+00	1.56449715E-03	-9.07823863E-01	
4.12789965E-01	2.14068630E+03	2.43815545E+01	7.02099062E+00	1.56899380E-03	-9.05910553E-01	
4.14407075E-01	2.14907247E+03	2.43928901E+01	6.99867681E+00	1.57463736E-03	-9.03993190E-01	
4.16026511E-01	2.15747069E+03	2.44042060E+01	6.97640321E+00	1.58041451E-03	-9.02073252E-01	
4.17648266E-01	2.16588095E+03	2.44155018E+01	6.95383707E+00	1.58550362E-03	-9.00150950E-01	
4.19272335E-01	2.17430320E+03	2.44267766E+01	6.93073070E+00	1.58970252E-03	-8.98225096E-01	
4.20898710E-01	2.18273742E+03	2.44380295E+01	6.90732061E+00	1.59289341E-03	-8.96295241E-01	
4.22527386E-01	2.19118356E+03	2.44492604E+01	6.88409061E+00	1.59518408E-03	-8.94363263E-01	
4.24158355E-01	2.19964161E+03	2.44604695E+01	6.86135886E+00	1.59721814E-03	-8.92431930E-01	
4.25791612E-01	2.20811151E+03	2.44716576E+01	6.83910049E+00	1.59936635E-03	-8.90502357E-01	
4.27427150E-01	2.21659324E+03	2.44828252E+01	6.81710320E+00	1.60163603E-03	-8.88573852E-01	
4.29064962E-01	2.22508676E+03	2.44939724E+01	6.79513946E+00	1.60384726E-03	-8.86644689E-01	
4.30705042E-01	2.23359205E+03	2.45050988E+01	6.77294080E+00	1.60555364E-03	-8.84712468E-01	
4.32347383E-01	2.24210906E+03	2.45162039E+01	6.75067422E+00	1.60639964E-03	-8.82776135E-01	
4.33991979E-01	2.25063777E+03	2.45272880E+01	6.72877709E+00	1.60657846E-03	-8.80837107E-01	
4.35638824E-01	2.25917813E+03	2.45383516E+01	6.70748496E+00	1.60691391E-03	-8.78897561E-01	
4.37287910E-01	2.26773012E+03	2.45493957E+01	6.68677976E+00	1.60833298E-03	-8.76958629E-01	
4.38939231E-01	2.27629371E+03	2.45604209E+01	6.66652050E+00	1.61144394E-03	-8.75020177E-01	
4.40592781E-01	2.28486885E+03	2.45714279E+01	6.64670243E+00	1.61656963E-03	-8.73081280E-01	
4.42248553E-01	2.29345551E+03	2.45824171E+01	6.62714523E+00	1.62376738E-03	-8.71141276E-01	
4.43906541E-01	2.30205366E+03	2.45933886E+01	6.60756136E+00	1.63311145E-03	-8.69199647E-01	
4.45566737E-01	2.31066327E+03	2.46043422E+01	6.58792393E+00	1.64485887E-03	-8.67255128E-01	
4.47229136E-01	2.31928430E+03	2.46152775E+01	6.56822828E+00	1.65909424E-03	-8.65306471E-01	
4.48893730E-01	2.32791671E+03	2.46261948E+01	6.54883113E+00	1.67544551E-03	-8.63354657E-01	
4.50560514E-01	2.33656048E+03	2.46370944E+01	6.52978961E+00	1.69338751E-03	-8.61401991E-01	
4.52229480E-01	2.34521557E+03	2.46479764E+01	6.51063513E+00	1.71246654E-03	-8.59449831E-01	
4.53900621E-01	2.35388194E+03	2.46588405E+01	6.49131595E+00	1.73208010E-03	-8.57497710E-01	
4.55573932E-01	2.36255956E+03	2.46696861E+01	6.47179042E+00	1.75141241E-03	-8.55543786E-01	
4.57249406E-01	2.37124839E+03	2.46805130E+01	6.45210080E+00	1.76979480E-03	-8.53586030E-01	
4.58927035E-01	2.37994840E+03	2.46913206E+01	6.43230553E+00	1.78680260E-03	-8.51624157E-01	
4.60606814E-01	2.38865956E+03	2.47021087E+01	6.41232581E+00	1.80242123E-03	-8.49659811E-01	
4.62288735E-01	2.39738183E+03	2.47128768E+01	6.39213341E+00	1.81670661E-03	-8.47695094E-01	
4.63972792E-01	2.40611518E+03	2.47236244E+01	6.37179283E+00	1.82925170E-03	-8.45730959E-01	
4.65658979E-01	2.41485957E+03	2.47343512E+01	6.35128753E+00	1.83930704E-03	-8.43767124E-01	
4.67347288E-01	2.42361497E+03	2.47450566E+01	6.33059589E+00	1.84619773E-03	-8.41803248E-01	
4.69037712E-01	2.43238133E+03	2.47557405E+01	6.30992774E+00	1.85053029E-03	-8.39838426E-01	
4.70730246E-01	2.44115864E+03	2.47664030E+01	6.28950310E+00	1.85397471E-03	-8.37870625E-01	
4.72424882E-01	2.44994685E+03	2.47770443E+01	6.26941460E+00	1.85782049E-03	-8.35898600E-01	
4.74121614E-01	2.45874592E+03	2.47876650E+01	6.24964157E+00	1.86281053E-03	-8.33922394E-01	
4.75820434E-01	2.46755583E+03	2.47982655E+01	6.23022100E+00	1.86926421E-03	-8.31941955E-01	
