y	y+	Umean	dUmean/dy	Wmean	Pmean	
4.77521337E-01	2.47637654E+03	2.48088461E+01	6.21099812E+00	1.87749446E-03	-8.29956979E-01	
4.79224315E-01	2.48520801E+03	2.48194071E+01	6.19203613E+00	1.88760703E-03	-8.27968541E-01	
4.80929361E-01	2.49405020E+03	2.48299490E+01	6.17348442E+00	1.89898356E-03	-8.25978381E-01	
4.82636470E-01	2.50290309E+03	2.48404719E+01	6.15489904E+00	1.91090352E-03	-8.23988918E-01	
4.84345633E-01	2.51176664E+03	2.48509756E+01	6.13604874E+00	1.92294147E-03	-8.22002327E-01	
4.86056845E-01	2.52064081E+03	2.48614593E+01	6.11685385E+00	1.93485461E-03	-8.20018731E-01	
4.87770098E-01	2.52952556E+03	2.48719221E+01	6.09690600E+00	1.94658660E-03	-8.18035873E-01	
4.89485386E-01	2.53842087E+03	2.48823623E+01	6.07616617E+00	1.95830226E-03	-8.16051185E-01	
4.91202702E-01	2.54732669E+03	2.48927790E+01	6.05520728E+00	1.97040315E-03	-8.14063384E-01	
4.92922039E-01	2.55624300E+03	2.49031721E+01	6.03448628E+00	1.98279319E-03	-8.12073618E-01	
4.94643390E-01	2.56516975E+03	2.49135417E+01	6.01375270E+00	1.99460567E-03	-8.10083727E-01	
4.96366748E-01	2.57410690E+03	2.49238875E+01	5.99267219E+00	2.00524630E-03	-8.08094284E-01	
4.98092107E-01	2.58305444E+03	2.49342088E+01	5.97164354E+00	2.01488778E-03	-8.06105730E-01	
4.99819460E-01	2.59201231E+03	2.49445061E+01	5.95117288E+00	2.02415708E-03	-8.04118798E-01	
5.01548799E-01	2.60098049E+03	2.49547804E+01	5.93113137E+00	2.03365084E-03	-8.02134006E-01	
5.03280119E-01	2.60995893E+03	2.49650320E+01	5.91148449E+00	2.04372650E-03	-8.00152732E-01	
5.05013411E-01	2.61894761E+03	2.49752617E+01	5.89240914E+00	2.05434195E-03	-7.98177409E-01	
5.06748670E-01	2.62794648E+03	2.49854704E+01	5.87388555E+00	2.06522321E-03	-7.96209588E-01	
5.08485887E-01	2.63695551E+03	2.49956589E+01	5.85586471E+00	2.07601140E-03	-7.94249178E-01	
5.10225058E-01	2.64597467E+03	2.50058279E+01	5.83842708E+00	2.08624922E-03	-7.92295294E-01	
5.11966173E-01	2.65500392E+03	2.50159787E+01	5.82181224E+00	2.09584041E-03	-7.90346062E-01	
5.13709227E-01	2.66404322E+03	2.50261124E+01	5.80572180E+00	2.10498426E-03	-7.88398452E-01	
5.15454213E-01	2.67309253E+03	2.50362292E+01	5.78945620E+00	2.11407885E-03	-7.86451080E-01	
5.17201124E-01	2.68215183E+03	2.50463283E+01	5.77274858E+00	2.12360769E-03	-7.84504428E-01	
5.18949952E-01	2.69122108E+03	2.50564089E+01	5.75563247E+00	2.13329362E-03	-7.82559159E-01	
5.20700691E-01	2.70030023E+03	2.50664704E+01	5.73831915E+00	2.14235322E-03	-7.80615130E-01	
5.22453334E-01	2.70938926E+03	2.50765126E+01	5.72131561E+00	2.15024582E-03	-7.78671381E-01	
5.24207874E-01	2.71848812E+03	2.50865364E+01	5.70487564E+00	2.15710682E-03	-7.76727268E-01	
5.25964304E-01	2.72759678E+03	2.50965424E+01	5.68861950E+00	2.16375756E-03	-7.74782753E-01	
5.27722617E-01	2.73671521E+03	2.51065303E+01	5.67219107E+00	2.17095653E-03	-7.72836432E-01	
5.29482805E-01	2.74584337E+03	2.51164998E+01	5.65541215E+00	2.17929113E-03	-7.70886179E-01	
5.31244863E-01	2.75498122E+03	2.51264498E+01	5.63812913E+00	2.18916075E-03	-7.68930689E-01	
5.33008783E-01	2.76412873E+03	2.51363795E+01	5.62051628E+00	2.20037042E-03	-7.66969555E-01	
5.34774557E-01	2.77328585E+03	2.51462885E+01	5.60293898E+00	2.21218401E-03	-7.65002602E-01	
5.36542180E-01	2.78245256E+03	2.51561770E+01	5.58555007E+00	2.22345111E-03	-7.63030623E-01	
5.38311644E-01	2.79162882E+03	2.51660450E+01	5.56812972E+00	2.23316831E-03	-7.61054771E-01	
5.40082941E-01	2.80081458E+03	2.51758923E+01	5.55066343E+00	2.24145966E-03	-7.59075925E-01	
5.41856065E-01	2.81000982E+03	2.51857190E+01	5.53346759E+00	2.24961367E-03	-7.57095049E-01	
5.43631010E-01	2.81921450E+03	2.51955256E+01	5.51657889E+00	2.25859436E-03	-7.55114028E-01	
5.45407766E-01	2.82842858E+03	2.52053123E+01	5.49973596E+00	2.26824635E-03	-7.53135114E-01	
5.47186329E-01	2.83765202E+03	2.52150789E+01	5.48282699E+00	2.27803920E-03	-7.51159789E-01	
5.48966690E-01	2.84688479E+03	2.52248252E+01	5.46580788E+00	2.28788699E-03	-7.49188318E-01	
5.50748843E-01	2.85612686E+03	2.52345508E+01	5.44874484E+00	2.29769165E-03	-7.47220105E-01	
5.52532781E-01	2.86537817E+03	2.52442559E+01	5.43179871E+00	2.30711321E-03	-7.45254565E-01	
5.54318495E-01	2.87463870E+03	2.52539404E+01	5.41480735E+00	2.31573599E-03	-7.43291969E-01	
5.56105981E-01	2.88390842E+03	2.52636041E+01	5.39782899E+00	2.32333513E-03	-7.41332850E-01	
5.57895229E-01	2.89318728E+03	2.52732471E+01	5.38104682E+00	2.33012495E-03	-7.39376265E-01	
5.59686233E-01	2.90247524E+03	2.52828696E+01	5.36432707E+00	2.33639028E-03	-7.37420322E-01	
5.61478987E-01	2.91177228E+03	2.52924716E+01	5.34770549E+00	2.34218940E-03	-7.35464735E-01	
5.63273482E-01	2.92107834E+03	2.53020532E+01	5.33118192E+00	2.34711636E-03	-7.33510536E-01	
5.65069712E-01	2.93039341E+03	2.53116146E+01	5.31493006E+00	2.35044792E-03	-7.31558786E-01	
5.66867670E-01	2.93971743E+03	2.53211564E+01	5.29926112E+00	2.35143896E-03	-7.29610591E-01	
5.68667348E-01	2.94905038E+03	2.53306796E+01	5.28408009E+00	2.34966306E-03	-7.27665970E-01	
5.70468740E-01	2.95839221E+03	2.53401850E+01	5.26929433E+00	2.34519773E-03	-7.25724911E-01	
5.72271837E-01	2.96774289E+03	2.53496728E+01	5.25451890E+00	2.33896370E-03	-7.23788321E-01	
5.74076634E-01	2.97710238E+03	2.53591424E+01	5.23916718E+00	2.33254805E-03	-7.21856640E-01	
5.75883123E-01	2.98647064E+03	2.53685924E+01	5.22303443E+00	2.32732672E-03	-7.19929288E-01	
5.77691296E-01	2.99584764E+03	2.53780215E+01	5.20627425E+00	2.32369861E-03	-7.18005758E-01	
5.79501147E-01	3.00523334E+03	2.53874286E+01	5.18925749E+00	2.32126027E-03	-7.16086110E-01	
5.81312668E-01	3.01462770E+03	2.53968137E+01	5.17226414E+00	2.31985539E-03	-7.14170814E-01	
5.83125852E-01	3.02403069E+03	2.54061766E+01	5.15529554E+00	2.32017298E-03	-7.12260311E-01	
5.84940692E-01	3.03344226E+03	2.54155171E+01	5.13819546E+00	2.32328859E-03	-7.10354344E-01	
5.86757180E-01	3.04286239E+03	2.54248349E+01	5.12089883E+00	2.32956372E-03	-7.08452292E-01	
5.88575310E-01	3.05229102E+03	2.54341297E+01	5.10366334E+00	2.33848348E-03	-7.06553618E-01	
5.90395075E-01	3.06172813E+03	2.54434018E+01	5.08696433E+00	2.34913479E-03	-7.04657781E-01	
5.92216466E-01	3.07117368E+03	2.54526525E+01	5.07088431E+00	2.36090049E-03	-7.02764226E-01	
5.94039477E-01	3.08062763E+03	2.54618822E+01	5.05486478E+00	2.37399090E-03	-7.00872766E-01	
5.95864101E-01	3.09008994E+03	2.54710905E+01	5.03849057E+00	2.38847180E-03	-6.98984639E-01	
5.97690330E-01	3.09956058E+03	2.54802769E+01	5.02206449E+00	2.40389573E-03	-6.97101737E-01	
5.99518157E-01	3.10903950E+03	2.54894413E+01	5.00545345E+00	2.42026795E-03	-6.95224554E-01	
6.01347575E-01	3.11852667E+03	2.54985826E+01	4.98814269E+00	2.43811116E-03	-6.93351851E-01	
6.03178577E-01	3.12802206E+03	2.55076998E+01	4.97049030E+00	2.45773288E-03	-6.91483133E-01	
6.05011154E-01	3.13752562E+03	2.55167925E+01	4.95301373E+00	2.47913522E-03	-6.89620033E-01	
6.06845301E-01	3.14703731E+03	2.55258613E+01	4.93585076E+00	2.50227251E-03	-6.87764837E-01	
6.08681009E-01	3.15655711E+03	2.55349065E+01	4.91887098E+00	2.52695662E-03	-6.85918356E-01	
6.10518272E-01	3.16608496E+03	2.55439280E+01	4.90171276E+00	2.55263066E-03	-6.84080328E-01	
6.12357081E-01	3.17562084E+03	2.55529252E+01	4.88412637E+00	2.57846884E-03	-6.82249559E-01	
6.14197431E-01	3.18516470E+03	2.55618971E+01	4.86598811E+00	2.60372458E-03	-6.80424590E-01	
6.16039313E-01	3.19471652E+03	2.55708426E+01	4.84734732E+00	2.62787654E-03	-6.78604880E-01	
6.17882720E-01	3.20427624E+03	2.55797608E+01	4.82841997E+00	2.65067196E-03	-6.76790524E-01	
6.19727645E-01	3.21384383E+03	2.55886513E+01	4.80936689E+00	2.67198176E-03	-6.74981772E-01	
6.21574081E-01	3.22341925E+03	2.55975139E+01	4.79027984E+00	2.69180892E-03	-6.73178581E-01	
6.23422019E-01	3.23300247E+03	2.56063485E+01	4.77139705E+00	2.71059575E-03	-6.71379875E-01	
6.25271454E-01	3.24259345E+03	2.56151559E+01	4.75309003E+00	2.72857785E-03	-6.69584666E-01	
6.27122377E-01	3.25219214E+03	2.56239370E+01	4.73535277E+00	2.74552661E-03	-6.67792796E-01	
6.28974781E-01	3.26179852E+03	2.56326925E+01	4.71782414E+00	2.76106142E-03	-6.66005192E-01	
6.30828659E-01	3.27141254E+03	2.56414224E+01	4.70008498E+00	2.77502820E-03	-6.64223321E-01	
6.32684003E-01	3.28103417E+03	2.56501258E+01	4.68181465E+00	2.78758000E-03	-6.62447466E-01	
6.34540806E-01	3.29066336E+03	2.56588017E+01	4.66301948E+00	2.79875280E-03	-6.60676539E-01	
6.36399061E-01	3.30030008E+03	2.56674490E+01	4.64386807E+00	2.80868081E-03	-6.58909517E-01	
6.38258761E-01	3.30994429E+03	2.56760671E+01	4.62434519E+00	2.81728977E-03	-6.57146778E-01	
6.40119897E-01	3.31959595E+03	2.56846552E+01	4.60450900E+00	2.82420920E-03	-6.55389770E-01	
6.41982463E-01	3.32925502E+03	2.56932129E+01	4.58461099E+00	2.82857545E-03	-6.53640180E-01	
6.43846451E-01	3.33892147E+03	2.57017399E+01	4.56465262E+00	2.82927400E-03	-6.51900265E-01	
6.45711853E-01	3.34859526E+03	2.57102362E+01	4.54465432E+00	2.82591246E-03	-6.50172036E-01	
6.47578663E-01	3.35827634E+03	2.57187016E+01	4.52475958E+00	2.81896117E-03	-6.48455679E-01	
6.49446873E-01	3.36796468E+03	2.57271363E+01	4.50498099E+00	2.80913637E-03	-6.46749291E-01	
6.51316475E-01	3.37766025E+03	2.57355404E+01	4.48531439E+00	2.79686556E-03	-6.45050701E-01	
6.53187462E-01	3.38736300E+03	2.57439142E+01	4.46596061E+00	2.78265463E-03	-6.43358741E-01	
6.55059827E-01	3.39707289E+03	2.57522585E+01	4.44718793E+00	2.76725179E-03	-6.41672393E-01	
6.56933562E-01	3.40678988E+03	2.57605740E+01	4.42875088E+00	2.75121124E-03	-6.39991010E-01	
6.58808659E-01	3.41651395E+03	2.57688611E+01	4.41034463E+00	2.73485602E-03	-6.38313797E-01	
6.60685112E-01	3.42624504E+03	2.57771196E+01	4.39186817E+00	2.71882216E-03	-6.36639638E-01	
6.62562913E-01	3.43598312E+03	2.57853492E+01	4.37325442E+00	2.70397574E-03	-6.34968580E-01	
6.64442054E-01	3.44572815E+03	2.57935497E+01	4.35468047E+00	2.69077035E-03	-6.33302024E-01	
6.66322528E-01	3.45548010E+03	2.58017212E+01	4.33623561E+00	2.67918042E-03	-6.31640973E-01	
6.68204328E-01	3.46523892E+03	2.58098638E+01	4.31780083E+00	2.66896500E-03	-6.29985736E-01	
6.70087445E-01	3.47500457E+03	2.58179772E+01	4.29920615E+00	2.65957692E-03	-6.28336522E-01	
6.71971873E-01	3.48477702E+03	2.58260611E+01	4.28041206E+00	2.64998084E-03	-6.26693687E-01	
6.73857604E-01	3.49455622E+03	2.58341148E+01	4.26132594E+00	2.63922641E-03	-6.25057133E-01	
6.75744630E-01	3.50434215E+03	2.58421377E+01	4.24175297E+00	2.62679998E-03	-6.23426669E-01	
6.77632944E-01	3.51413475E+03	2.58501284E+01	4.22139689E+00	2.61239832E-03	-6.21802671E-01	
6.79522539E-01	3.52393400E+03	2.58580853E+01	4.20029667E+00	2.59585318E-03	-6.20185145E-01	
6.81413407E-01	3.53373984E+03	2.58660074E+01	4.17905662E+00	2.57693447E-03	-6.18574131E-01	
6.83305540E-01	3.54355225E+03	2.58738948E+01	4.15803183E+00	2.55575325E-03	-6.16970101E-01	
6.85198931E-01	3.55337118E+03	2.58817478E+01	4.13721584E+00	2.53283709E-03	-6.15373750E-01	
6.87093573E-01	3.56319660E+03	2.58895668E+01	4.11658295E+00	2.50857648E-03	-6.13786457E-01	
6.88989458E-01	3.57302846E+03	2.58973519E+01	4.09611147E+00	2.48295006E-03	-6.12209242E-01	
6.90886578E-01	3.58286673E+03	2.59051032E+01	4.07551871E+00	2.45584796E-03	-6.10641451E-01	
6.92784926E-01	3.59271137E+03	2.59128202E+01	4.05456725E+00	2.42766132E-03	-6.09082015E-01	
6.94684494E-01	3.60256234E+03	2.59205019E+01	4.03328265E+00	2.39954904E-03	-6.07530314E-01	
6.96585275E-01	3.61241959E+03	2.59281479E+01	4.01187445E+00	2.37282568E-03	-6.05985968E-01	
6.98487261E-01	3.62228309E+03	2.59357581E+01	3.99041156E+00	2.34829912E-03	-6.04448555E-01	
7.00390445E-01	3.63215281E+03	2.59433320E+01	3.96875480E+00	2.32642681E-03	-6.02917594E-01	
7.02294819E-01	3.64202870E+03	2.59508694E+01	3.94722560E+00	2.30748931E-03	-6.01392595E-01	
7.04200375E-01	3.65191072E+03	2.59583710E+01	3.92624624E+00	2.29117578E-03	-5.99873342E-01	
7.06107107E-01	3.66179883E+03	2.59658377E+01	3.90578889E+00	2.27678013E-03	-5.98360603E-01	
7.08015005E-01	3.67169300E+03	2.59732702E+01	3.88552783E+00	2.26353710E-03	-5.96854853E-01	
7.09924064E-01	3.68159318E+03	2.59806685E+01	3.86512832E+00	2.25067846E-03	-5.95355229E-01	
7.11834275E-01	3.69149934E+03	2.59880321E+01	3.84452772E+00	2.23786062E-03	-5.93860886E-01	
7.13745630E-01	3.70141143E+03	2.59953605E+01	3.82375871E+00	2.22498059E-03	-5.92371871E-01	
7.15658123E-01	3.71132942E+03	2.60026534E+01	3.80275288E+00	2.21176781E-03	-5.90888645E-01	
7.17571745E-01	3.72125327E+03	2.60099101E+01	3.78156572E+00	2.19807919E-03	-5.89412067E-01	
7.19486489E-01	3.73118293E+03	2.60171304E+01	3.76018213E+00	2.18399212E-03	-5.87942617E-01	
7.21402347E-01	3.74111837E+03	2.60243137E+01	3.73855346E+00	2.16935162E-03	-5.86479917E-01	
7.23319312E-01	3.75105956E+03	2.60314595E+01	3.71678518E+00	2.15350245E-03	-5.85023973E-01	
7.25237375E-01	3.76100644E+03	2.60385677E+01	3.69504690E+00	2.13592234E-03	-5.83575805E-01	
7.27156531E-01	3.77095898E+03	2.60456383E+01	3.67344993E+00	2.11664277E-03	-5.82136519E-01	
7.29076770E-01	3.78091714E+03	2.60526716E+01	3.65203953E+00	2.09577724E-03	-5.80706430E-01	
7.30998085E-01	3.79088088E+03	2.60596679E+01	3.63080781E+00	2.07344673E-03	-5.79284307E-01	
7.32920468E-01	3.80085017E+03	2.60666275E+01	3.60973745E+00	2.04993129E-03	-5.77868366E-01	
7.34843913E-01	3.81082495E+03	2.60735504E+01	3.58880765E+00	2.02584004E-03	-5.76458298E-01	
7.36768411E-01	3.82080520E+03	2.60804369E+01	3.56776065E+00	2.00191608E-03	-5.75055664E-01	
7.38693954E-01	3.83079087E+03	2.60872864E+01	3.54662417E+00	1.97857065E-03	-5.73661985E-01	
7.40620535E-01	3.84078192E+03	2.60940990E+01	3.52563029E+00	1.95583330E-03	-5.72278010E-01	
7.42548147E-01	3.85077832E+03	2.61008750E+01	3.50485691E+00	1.93363986E-03	-5.70904264E-01	
7.44476781E-01	3.86078002E+03	2.61076146E+01	3.48412429E+00	1.91180888E-03	-5.69541678E-01	
7.46406431E-01	3.87078698E+03	2.61143175E+01	3.46306927E+00	1.89015748E-03	-5.68190846E-01	
7.48337087E-01	3.88079917E+03	2.61209829E+01	3.44176229E+00	1.86843302E-03	-5.66851391E-01	
7.50268743E-01	3.89081654E+03	2.61276106E+01	3.42044448E+00	1.84590648E-03	-5.65521824E-01	
7.52201391E-01	3.90083905E+03	2.61342005E+01	3.39908726E+00	1.82176216E-03	-5.64200032E-01	
7.54135024E-01	3.91086667E+03	2.61407523E+01	3.37743360E+00	1.79544064E-03	-5.62884646E-01	
7.56069633E-01	3.92089935E+03	2.61472650E+01	3.35536298E+00	1.76637765E-03	-5.61575762E-01	
7.58005211E-01	3.93093706E+03	2.61537378E+01	3.33284585E+00	1.73421955E-03	-5.60274917E-01	
7.59941750E-01	3.94097976E+03	2.61601698E+01	3.30974884E+00	1.69901067E-03	-5.58983316E-01	
7.61879243E-01	3.95102739E+03	2.61665597E+01	3.28629203E+00	1.66093114E-03	-5.57700678E-01	
7.63817682E-01	3.96107994E+03	2.61729073E+01	3.26296298E+00	1.61997018E-03	-5.56426689E-01	
7.65757059E-01	3.97113735E+03	2.61792132E+01	3.24014573E+00	1.57604673E-03	-5.55161799E-01	
7.67697366E-01	3.98119958E+03	2.61854783E+01	3.21781240E+00	1.52912611E-03	-5.53906616E-01	
7.69638596E-01	3.99126660E+03	2.61917033E+01	3.19555410E+00	1.47942493E-03	-5.52661778E-01	
7.71580741E-01	4.00133837E+03	2.61978877E+01	3.17310082E+00	1.42748016E-03	-5.51427317E-01	
7.73523794E-01	4.01141483E+03	2.62040312E+01	3.15038240E+00	1.37360874E-03	-5.50203104E-01	
7.75467746E-01	4.02149597E+03	2.62101331E+01	3.12739808E+00	1.31761227E-03	-5.48989447E-01	
7.77412590E-01	4.03158173E+03	2.62161929E+01	3.10422477E+00	1.25916658E-03	-5.47786194E-01	
7.79358318E-01	4.04167208E+03	2.62222102E+01	3.08088177E+00	1.19838599E-03	-5.46592891E-01	
7.81304922E-01	4.05176697E+03	2.62281845E+01	3.05728732E+00	1.13555088E-03	-5.45409775E-01	
7.83252395E-01	4.06186636E+03	2.62341153E+01	3.03348953E+00	1.07084756E-03	-5.44236918E-01	
7.85200729E-01	4.07197022E+03	2.62400023E+01	3.00963370E+00	1.00470194E-03	-5.43073700E-01	
7.87149917E-01	4.08207851E+03	2.62458454E+01	2.98565468E+00	9.37670811E-04	-5.41920053E-01	
7.89099950E-01	4.09219118E+03	2.62516439E+01	2.96145632E+00	8.70031124E-04	-5.40776090E-01	
7.91050820E-01	4.10230819E+03	2.62573977E+01	2.93726634E+00	8.01684860E-04	-5.39641680E-01	
7.93002521E-01	4.11242951E+03	2.62631069E+01	2.91330131E+00	7.32552369E-04	-5.38516498E-01	
7.94955043E-01	4.12255509E+03	2.62687719E+01	2.88935772E+00	6.62897828E-04	-5.37399238E-01	
7.96908381E-01	4.13268490E+03	2.62743922E+01	2.86521400E+00	5.93409613E-04	-5.36288299E-01	
7.98862525E-01	4.14281889E+03	2.62799675E+01	2.84084310E+00	5.24927774E-04	-5.35183547E-01	
8.00817468E-01	4.15295702E+03	2.62854971E+01	2.81611889E+00	4.57553118E-04	-5.34086441E-01	
8.02773202E-01	4.16309926E+03	2.62909803E+01	2.79127093E+00	3.90897848E-04	-5.32998424E-01	
8.04729719E-01	4.17324555E+03	2.62964173E+01	2.76657044E+00	3.24608165E-04	-5.31919897E-01	
8.06687012E-01	4.18339588E+03	2.63018081E+01	2.74186482E+00	2.58316275E-04	-5.30850968E-01	
8.08645073E-01	4.19355018E+03	2.63071526E+01	2.71708906E+00	1.91713690E-04	-5.29792322E-01	
8.10603894E-01	4.20370842E+03	2.63124506E+01	2.69222492E+00	1.24635494E-04	-5.28744668E-01	
8.12563468E-01	4.21387057E+03	2.63177017E+01	2.66722280E+00	5.72108231E-05	-5.27708645E-01	
8.14523786E-01	4.22403658E+03	2.63229057E+01	2.64210677E+00	-1.04473866E-05	-5.26684809E-01	
8.16484841E-01	4.23420641E+03	2.63280624E+01	2.61703444E+00	-7.80610358E-05	-5.25673136E-01	
8.18446624E-01	4.24438001E+03	2.63331720E+01	2.59210729E+00	-1.45148710E-04	-5.24673385E-01	
8.20409129E-01	4.25455736E+03	2.63382347E+01	2.56739219E+00	-2.11424427E-04	-5.23685161E-01	
8.22372347E-01	4.26473841E+03	2.63432510E+01	2.54287283E+00	-2.76561746E-04	-5.22707508E-01	
8.24336271E-01	4.27492312E+03	2.63482209E+01	2.51827358E+00	-3.40581772E-04	-5.21739893E-01	
8.26300893E-01	4.28511144E+03	2.63531439E+01	2.49331843E+00	-4.03989231E-04	-5.20782552E-01	
8.28266204E-01	4.29530334E+03	2.63580191E+01	2.46790468E+00	-4.67372158E-04	-5.19835550E-01	
8.30232198E-01	4.30549879E+03	2.63628459E+01	2.44234283E+00	-5.31235804E-04	-5.18898768E-01	
8.32198866E-01	4.31569772E+03	2.63676241E+01	2.41685118E+00	-5.95989958E-04	-5.17971714E-01	
8.34166200E-01	4.32590012E+03	2.63723538E+01	2.39136093E+00	-6.62050983E-04	-5.17053174E-01	
8.36134194E-01	4.33610593E+03	2.63770349E+01	2.36589505E+00	-7.30148932E-04	-5.16142728E-01	
8.38102838E-01	4.34631512E+03	2.63816673E+01	2.34026125E+00	-8.01092239E-04	-5.15241455E-01	
8.40072125E-01	4.35652764E+03	2.63862505E+01	2.31442572E+00	-8.75086089E-04	-5.14350814E-01	
8.42042047E-01	4.36674345E+03	2.63907842E+01	2.28844709E+00	-9.51823693E-04	-5.13471532E-01	
8.44012597E-01	4.37696252E+03	2.63952679E+01	2.26218834E+00	-1.03063015E-03	-5.12603348E-01	
8.45983767E-01	4.38718480E+03	2.63997010E+01	2.23575385E+00	-1.11062790E-03	-5.11745629E-01	
8.47955548E-01	4.39741026E+03	2.64040833E+01	2.20921876E+00	-1.19135153E-03	-5.10897996E-01	
8.49927933E-01	4.40763885E+03	2.64084145E+01	2.18256100E+00	-1.27297718E-03	-5.10060091E-01	
8.51900915E-01	4.41787052E+03	2.64126942E+01	2.15571958E+00	-1.35592862E-03	-5.09231537E-01	
8.53874485E-01	4.42810525E+03	2.64169219E+01	2.12861430E+00	-1.44052520E-03	-5.08412303E-01	
8.55848635E-01	4.43834299E+03	2.64210973E+01	2.10147324E+00	-1.52695890E-03	-5.07603277E-01	
8.57823357E-01	4.44858370E+03	2.64252205E+01	2.07446139E+00	-1.61544699E-03	-5.06805484E-01	
8.59798645E-01	4.45882734E+03	2.64292915E+01	2.04754142E+00	-1.70649964E-03	-5.06019778E-01	
8.61774489E-01	4.46907386E+03	2.64333106E+01	2.02071117E+00	-1.80095361E-03	-5.05246607E-01	
8.63750883E-01	4.47932324E+03	2.64372778E+01	1.99388170E+00	-1.89931813E-03	-5.04486199E-01	
8.65727817E-01	4.48957542E+03	2.64411930E+01	1.96696106E+00	-2.00128729E-03	-5.03739256E-01	
8.67705285E-01	4.49983036E+03	2.64450559E+01	1.93997601E+00	-2.10607568E-03	-5.03006240E-01	
8.69683279E-01	4.51008803E+03	2.64488665E+01	1.91297950E+00	-2.21288839E-03	-5.02286249E-01	
8.71661790E-01	4.52034839E+03	2.64526246E+01	1.88590786E+00	-2.32092244E-03	-5.01577446E-01	
8.73640811E-01	4.53061139E+03	2.64563300E+01	1.85875216E+00	-2.42976314E-03	-5.00878491E-01	
8.75620333E-01	4.54087699E+03	2.64599825E+01	1.83159089E+00	-2.53933711E-03	-5.00189097E-01	
8.77600350E-01	4.55114515E+03	2.64635821E+01	1.80431675E+00	-2.64934309E-03	-4.99509892E-01	
8.79580853E-01	4.56141584E+03	2.64671284E+01	1.77679352E+00	-2.75955464E-03	-4.98841991E-01	
8.81561835E-01	4.57168900E+03	2.64706207E+01	1.74897278E+00	-2.87003004E-03	-4.98186084E-01	
8.83543286E-01	4.58196461E+03	2.64740584E+01	1.72089139E+00	-2.98094446E-03	-4.97541948E-01	
8.85525201E-01	4.59224261E+03	2.64774410E+01	1.69259502E+00	-3.09227794E-03	-4.96909161E-01	
8.87507570E-01	4.60252298E+03	2.64807682E+01	1.66412135E+00	-3.20367162E-03	-4.96287598E-01	
8.89490386E-01	4.61280565E+03	2.64840396E+01	1.63565900E+00	-3.31457358E-03	-4.95676761E-01	
8.91473641E-01	4.62309061E+03	2.64872554E+01	1.60727422E+00	-3.42430509E-03	-4.95075992E-01	
8.93457327E-01	4.63337780E+03	2.64904156E+01	1.57898823E+00	-3.53207483E-03	-4.94484967E-01	
8.95441436E-01	4.64366719E+03	2.64935206E+01	1.55096701E+00	-3.63692685E-03	-4.93903501E-01	
8.97425961E-01	4.65395873E+03	2.64965710E+01	1.52322620E+00	-3.73805396E-03	-4.93331602E-01	
8.99410893E-01	4.66425238E+03	2.64995670E+01	1.49550073E+00	-3.83538775E-03	-4.92769364E-01	
9.01396224E-01	4.67454811E+03	2.65025084E+01	1.46754272E+00	-3.92980181E-03	-4.92216942E-01	
9.03381947E-01	4.68484586E+03	2.65053946E+01	1.43943602E+00	-4.02238111E-03	-4.91674764E-01	
9.05368054E-01	4.69514561E+03	2.65082255E+01	1.41127453E+00	-4.11388790E-03	-4.91143729E-01	
9.07354537E-01	4.70544731E+03	2.65110010E+01	1.38301238E+00	-4.20478840E-03	-4.90624513E-01	
9.09341388E-01	4.71575091E+03	2.65137206E+01	1.35459369E+00	-4.29534712E-03	-4.90117196E-01	
9.11328599E-01	4.72605638E+03	2.65163840E+01	1.32587653E+00	-4.38584935E-03	-4.89622037E-01	
9.13316162E-01	4.73636368E+03	2.65189904E+01	1.29683052E+00	-4.47651642E-03	-4.89139753E-01	
9.15304070E-01	4.74667277E+03	2.65215394E+01	1.26765875E+00	-4.56705432E-03	-4.88670780E-01	
9.17292314E-01	4.75698359E+03	2.65240309E+01	1.23856409E+00	-4.65659525E-03	-4.88214580E-01	
9.19280886E-01	4.76729613E+03	2.65264650E+01	1.20948132E+00	-4.74415726E-03	-4.87770015E-01	
9.21269780E-01	4.77761032E+03	2.65288415E+01	1.18030452E+00	-4.82910649E-03	-4.87336417E-01	
9.23258985E-01	4.78792614E+03	2.65311602E+01	1.15101690E+00	-4.91116900E-03	-4.86913674E-01	
9.25248496E-01	4.79824354E+03	2.65334208E+01	1.12143087E+00	-4.99027015E-03	-4.86501589E-01	
9.27238304E-01	4.80856247E+03	2.65356225E+01	1.09148079E+00	-5.06654239E-03	-4.86099568E-01	
9.29228400E-01	4.81888291E+03	2.65377646E+01	1.06116374E+00	-5.14032659E-03	-4.85706777E-01	
9.31218778E-01	4.82920481E+03	2.65398461E+01	1.03037731E+00	-5.21219561E-03	-4.85322990E-01	
9.33209429E-01	4.83952812E+03	2.65418663E+01	9.99207335E-01	-5.28287761E-03	-4.84949291E-01	
9.35200345E-01	4.84985280E+03	2.65438246E+01	9.68107566E-01	-5.35287042E-03	-4.84587444E-01	
9.37191519E-01	4.86017883E+03	2.65457218E+01	9.37580567E-01	-5.42230089E-03	-4.84238399E-01	
9.39182942E-01	4.87050614E+03	2.65475590E+01	9.07694536E-01	-5.49117028E-03	-4.83901981E-01	
9.41174607E-01	4.88083471E+03	2.65493375E+01	8.78259497E-01	-5.55912412E-03	-4.83577489E-01	
9.43166505E-01	4.89116449E+03	2.65510578E+01	8.49046815E-01	-5.62546137E-03	-4.83264650E-01	
