x,y,z,tauw
0.0,1.000000000000014,2.249999999999999,0.0025324242695800385
0.015000000000000112,1.000000000000014,2.249999999999999,0.002666134270726211
0.03043715923863365,1.000000000000014,2.249999999999999,0.0027836779721384323
0.046324258608295824,1.000000000000014,2.249999999999999,0.002871078821652271
0.06267445504926311,1.000000000000014,2.249999999999999,0.0029281098735268953
0.07950129275464679,1.000000000000014,2.249999999999999,0.0029654883756471137
0.09681868393652163,0.9999951019752944,2.249999999999999,0.0030011501099609533
0.11463963618049536,0.9997711064334184,2.249999999999999,0.0029986078313949498
0.13297508907730946,0.9993754050519856,2.249999999999999,0.002981610048073052
0.15182845492186473,0.9984310651020848,2.249999999999999,0.00285127329888015
0.1712029150188837,0.9970465237115774,2.249999999999999,0.0026879244586167574
0.19111749199474418,0.9952628051067626,2.249999999999999,0.0025279564834449573
0.21150824993243936,0.9925103430778599,2.249999999999999,0.002301457172532636
0.23241017688207513,0.9891540220890598,2.249999999999999,0.0021763408234482112
0.2537851617828721,0.9848907290486202,2.249999999999999,0.0021337678586176123
0.27549566950829524,0.979272408187517,2.249999999999999,0.002119890405236278
0.2975942950147024,0.9726414570442893,2.249999999999999,0.0021580763952884973
0.32001723757927136,0.9647809052346147,2.249999999999999,0.002222063339631012
0.3424559447234558,0.9550684761634891,2.249999999999999,0.002205081447117142
0.36513327251387256,0.9441826686490317,2.249999999999999,0.002179322261593151
0.3880415702979599,0.9320989534972217,2.249999999999999,0.0021643739640993987
0.4109739752327164,0.9185020343158619,2.249999999999999,0.0021029893831124124
0.43410693885489304,0.9037558875312653,2.249999999999999,0.002045693088094318
0.45752371096626365,0.8879774375218373,2.249999999999999,0.002018724243863128
0.4812152346530613,0.8711384196906302,2.249999999999999,0.0020049580898377196
0.5051011226825871,0.8531277361376288,2.249999999999999,0.0019725286189838168
0.5293939496326383,0.8342126961458004,2.249999999999999,0.0019418666540627417
0.5541245601070233,0.8143981371798608,2.249999999999999,0.001917054367328098
0.5793263872043132,0.7936918543238435,2.249999999999999,0.0018844851521764784
0.6050049957536738,0.7720669690645741,2.249999999999999,0.0018464641263650622
0.6313129788574584,0.7496658461354786,2.249999999999999,0.001799864434292811
0.6583155813676022,0.7265209883455446,2.249999999999999,0.0017407418760805153
0.6860909247990887,0.7026783047490098,2.249999999999999,0.0016761438704599723
0.7147320861403164,0.6781992877639001,2.249999999999999,0.0016181002892134717
0.7443775310843835,0.6531986557232469,2.249999999999999,0.0015730319858981959
0.7750559024805458,0.6276626499592479,2.249999999999999,0.0015329370412079267
0.8067918197823548,0.6015708070312622,2.249999999999999,0.0014989894967459636
0.8396114371283478,0.5749027128322625,2.249999999999999,0.00147158940518494
0.8735409339917778,0.5476362396917386,2.249999999999999,0.0014483156244338487
0.9086049223153687,0.5197453790513472,2.249999999999999,0.0014332011712408685
0.9448258537660439,0.4911993471039377,2.249999999999999,0.0014317584162984653
0.9822223585302564,0.461960266289427,2.249999999999999,0.0014341451435255423
1.020809488545496,0.4319833133715215,2.249999999999999,0.0014437104084328554
1.0605993699574563,0.40121743750923455,2.249999999999999,0.0014660010438185636
1.1016178243453947,0.36962693555048165,2.249999999999999,0.0015027569717083402
1.143956575868113,0.3372599174228003,2.249999999999999,0.001542802244912737
1.1877752003044229,0.3042538354204663,2.249999999999999,0.0015795727508223173
1.2332868490628928,0.27082404486562633,2.249999999999999,0.001621283805292999
1.2806798590150612,0.23716623359305322,2.249999999999999,0.0016673385667599983
1.330187219834691,0.20355917667411644,2.249999999999999,0.0017104463511403028
1.3820668443469954,0.17035400943644838,2.249999999999999,0.0017327480991446806
1.436838261537442,0.13841281835301686,2.249999999999999,0.0017709233306997861
1.4946205102201868,0.10806347347322079,2.249999999999999,0.001797439488616732
1.5556544902651304,0.07998053236465139,2.249999999999999,0.0018146425936706166
1.6201347387383935,0.05495925948823051,2.249999999999999,0.0018301976433754514
1.6880434727514855,0.0335871550415028,2.249999999999999,0.0018158501186334706
1.7593567512729107,0.016648242909902754,2.249999999999999,0.0017757960929383457
1.8339734994220305,0.005465512727178581,2.249999999999999,0.0017690517645629557
1.911472487210424,0.00039339292854778977,2.249999999999999,0.0018876343519217704
1.9914700000000194,0.0,2.249999999999999,0.0022303356271926996
2.0714700000000263,0.0,2.249999999999999,0.002528093401711487
2.149144511424468,0.0,2.249999999999999,0.002737976342445759
2.2247506481290085,0.0,2.249999999999999,0.0028942341681267294
2.2985234839245545,0.0,2.249999999999999,0.003020772025355302
2.370679254070422,0.0,2.249999999999999,0.0031224157277381683
2.441418120529888,0.0,2.249999999999999,0.003204158419352408
2.51092658005295,0.0,2.249999999999999,0.0032673171109896307
2.579379579897187,0.0,2.249999999999999,0.0033053390733592293
2.6469423948318314,0.0,2.249999999999999,0.0033202464004033474
2.713772310312498,0.0,2.249999999999999,0.0033192990657491717
2.780020149858974,0.0,2.249999999999999,0.003305194809845325
2.8458316793367806,0.0,2.249999999999999,0.0032798554161550075
2.9113489167489632,0.0,2.249999999999999,0.0032425336717927435
2.976711373076674,0.0,2.249999999999999,0.0031991114051758587
3.042057247511273,0.0,2.249999999999999,0.003156960463664971
